"prob_gron","prob_todd","prob_epcon","prob_u.asam","prob_u.dr"
12.32,23.46,8.25,0.18,0.15
0.02,0.03,0,0,0
2.83,6.89,0.96,0.03,0.04
1.49,2.87,0,0,0
1.3,3.02,0.03,0,0
0.06,0,0,0,0
4.98,13.3,1.68,0.02,0.01
3.68,10.62,0.79,0,0
5.67,12.33,2.77,0.02,0.03
46.74,73.16,35.48,0,0.01
1.01,1.22,0,0,0
1.05,1.86,0.01,0,0
29.25,40.65,23.61,1.89,1.59
0.58,0.68,0,0,0
0,0,0,0,0
0.69,0.88,0,0,0
10.59,23.09,4.97,0.02,0.03
0.86,0.46,0,0,0
10.36,33.88,1.8,0,0
1.46,1.59,0,0,0
0.66,0.87,0,0,0
0.75,1.48,0,0,0
0.03,0,0,0,0
1.53,3.34,0.09,0,0
0,0,0,0,0
1.43,2.43,0,0,0
1.23,3.39,0.03,0,0
30.61,52.48,21.71,0.21,0.35
1.48,2.85,0.01,0,0
39.67,52.88,31.88,5.37,4.74
0.76,0.01,0,0,0
5.08,10.6,2.74,0.07,0.04
6.42,19.72,1.48,0,0.01
0.64,0.05,0,0,0
2.9,7.04,1.29,0.02,0.01
47.94,63.04,39.87,3.28,3.04
7.89,17.07,3.71,0.04,0.06
5.62,21.84,0.22,0,0.01
1.7,4.06,0.03,0,0
0.2,0.03,0,0,0
1.03,2.46,0.09,0,0
0,0,0,0,0
0.6,1.13,0.04,0,0
17.4,36.01,10.39,0.05,0.09
1.07,0,0,0,0
7.87,25.4,1.28,0,0
0.55,0.39,0,0,0
1.46,2.86,0,0,0
0.93,1.48,0,0,0
8.84,19.34,4.84,0.06,0.07
0.04,0,0,0,0
0.13,0,0,0,0
0.9,0,0,0,0
1.57,5.07,0.04,0,0
1.29,0.09,0,0,0
1.4,3.21,0.07,0,0
0,0,0,0,0
1.08,0,0,0,0
15.05,45.41,1.41,0,0.02
2.18,5.89,0.14,0,0
0.78,0,0,0,0
4.71,24.74,0,0,0
0.34,0.63,0,0,0
6.12,19.41,0.7,0,0
1.01,0,0,0,0
1.58,2.84,0,0,0
14.93,28.44,9.83,0.14,0.22
3.42,12.79,0.09,0,0
0.46,0.25,0,0,0
4.33,22.51,0,0,0
18.79,59.49,2.17,0,0
2.58,9.95,0,0,0
5.54,14.03,2.17,0,0.01
0.58,0.9,0,0,0
1.16,0,0,0,0
6.33,17.26,2.34,0,0.03
0,0,0,0,0
0.17,0,0,0,0
0.78,0,0,0,0
5.52,13.53,2.13,0.01,0.01
81.21,94.12,72.37,0.41,0.79
11.18,36.01,1.35,0,0
0,0,0,0,0
30.68,51.65,20.41,0.07,0.16
0.63,0.97,0,0,0
0.06,0,0,0,0
1.51,4,0.17,0,0
64.36,78.23,56.35,6.18,5
1.57,3.69,0,0,0
1.28,0.03,0,0,0
0.26,0.02,0,0,0
0,0,0,0,0
0.67,0,0,0,0
2.77,9.2,0.01,0,0
3.07,11.24,0.03,0,0
13.96,27.36,8.16,0.04,0.05
0.47,0.03,0,0,0
4.05,17.02,0,0,0
7.74,38.57,0,0,0
9.8,31.51,1.81,0,0
0.26,0.05,0,0,0
2.04,4.74,0,0,0
3.24,7.08,1.11,0,0
1.21,0.09,0,0,0
2.27,6.33,0,0,0
1.05,0.1,0,0,0
5.8,12.82,2.51,0,0.01
0.57,0.21,0,0,0
49.95,75.22,43.1,0.06,0.15
16.05,41.01,5.98,0,0
6.05,12.83,2.86,0.03,0.03
26.96,47.45,17.7,0.11,0.21
0,0,0,0,0
1.03,0.15,0,0,0
0.5,1.22,0,0,0
11.79,28.45,4.95,0.02,0.04
46.1,68.31,36.58,0.38,0.62
1.37,3.33,0.08,0,0
24.96,52.6,13.2,0,0.04
1.02,0,0,0,0
3.72,17.7,0,0,0
0.08,0.07,0,0,0
0.76,0.12,0,0,0
11.24,24.97,5.54,0.03,0.04
2.17,6.4,0,0,0
1.18,0,0,0,0
34.99,61.91,24.78,0.3,0.46
0.88,0,0,0,0
0,0,0,0,0
1.52,3.3,0.15,0,0
2.03,5.88,0.02,0,0
0.11,0.06,0,0,0
0.01,0,0,0,0
9.57,25.96,3.14,0,0
9.93,24.95,4.07,0.01,0.01
3.84,18.7,0,0,0
1.94,5.45,0.09,0,0
26.78,40.71,20.15,0.98,1.02
0.31,0,0,0,0
0.78,0.65,0,0,0
1.08,0.05,0,0,0
1.82,4.74,0.01,0,0
0.19,0.01,0,0,0
1.06,0.06,0,0,0
29.58,50.37,20.85,0.19,0.23
2.23,7.44,0,0,0
0.95,0,0,0,0
0.45,0,0,0,0
0.13,0.42,0,0,0
1.43,2.98,0,0,0
6.77,26.74,0.16,0,0
3.01,8.88,0.2,0,0
11.92,34.55,3.57,0,0
1.04,0.64,0,0,0
7.48,31.3,0.09,0,0
1.38,0.74,0,0,0
0.03,0,0,0,0
8.62,20.64,3.09,0.01,0.02
0.42,0.07,0,0,0
0.08,0,0,0,0
1.5,3.88,0.46,0,0
22.72,57.97,3.64,0,0
0.75,1.04,0,0,0
1.33,0.56,0,0,0
19.85,49.18,5.82,0,0
2.58,8.22,0.16,0,0
0.32,0.16,0,0,0
0.23,0.01,0,0,0
10.2,19.77,6.28,0.13,0.11
5.23,13.26,2.19,0,0
1.94,4.92,0.05,0,0
0.99,0,0,0,0
0.1,0,0,0,0
6.04,16.38,2.01,0,0
0.01,0,0,0,0
19.49,42.23,11.63,0.06,0.08
1.04,2.34,0.05,0,0
23.26,48.8,11.88,0.03,0.08
1.01,0,0,0,0
0.33,0,0,0,0
65.77,89.07,62.01,0.05,0.19
0,0,0,0,0
8.43,22.11,3,0,0.01
0.04,0,0,0,0
0.66,0.54,0,0,0
0.64,1.08,0,0,0
0,0,0,0,0
0.07,0,0,0,0
1.18,0,0,0,0
3.15,12.81,0,0,0
26.16,59.26,6.99,0,0
2.72,13.25,0,0,0
0.73,1.71,0.2,0,0
5.2,12.86,1.88,0,0.01
0.94,0,0,0,0
0.76,0.3,0,0,0
2.17,5.96,0,0,0
1.52,2,0,0,0
14.24,35.91,5.63,0,0
1.76,1.93,0,0,0
0,0,0,0,0
0.02,0,0,0,0
1.04,1.26,0,0,0
39.57,67.68,28.54,0.01,0.08
1.06,0.14,0,0,0
0.99,0,0,0,0
0.41,0,0,0,0
1.15,0,0,0,0
0,0,0,0,0
1.82,4.48,0.18,0,0
4.94,21.46,0.15,0,0
0,0,0,0,0
0.59,0.44,0,0,0
5.4,26.14,0,0,0
57.07,70.4,49.45,6.45,5.51
0.89,0.12,0,0,0
1.24,0.06,0,0,0
6.21,12.92,3.58,0.02,0.05
4.13,11.91,0.85,0,0.01
0.15,0.05,0,0,0
5.54,11.58,2.98,0.05,0.04
5.3,14.43,1.41,0,0
0.31,0.13,0,0,0
2.1,6.3,0,0,0
2.58,9.95,0.01,0,0
16.79,47.84,3.3,0,0
0.64,1.39,0.02,0,0
0.45,0,0,0,0
3.27,19.11,0,0,0
4.5,16.92,0.3,0,0
3.18,10.4,0.21,0,0
7.8,16.41,4.04,0.06,0.06
0.52,0.99,0.01,0,0
24.2,56.35,9.18,0,0
15.36,36.59,7.17,0.05,0.11
0.12,0.02,0,0,0
1.48,4.41,0.16,0,0
0.1,0.03,0,0,0
16.69,36.04,9.4,0.02,0.01
2.02,5.1,0.4,0,0
10.49,32.42,2.93,0,0.02
1.49,2.03,0,0,0
0,0,0,0,0
4.49,16.56,0.22,0,0
2.69,8.51,0,0,0
0.83,0,0,0,0
0.2,0,0,0,0
2.92,7.94,0.32,0,0
0.79,0.91,0,0,0
0.5,0.46,0,0,0
1.07,2.74,0.18,0,0
0.08,0,0,0,0
2.67,6.95,0.29,0,0
6.13,32.1,0,0,0
1.5,0.23,0,0,0
1.08,0.14,0,0,0
0.29,0.05,0,0,0
0.05,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.71,0,0,0,0
1.18,0,0,0,0
3.32,8.77,0.9,0,0
14.88,34.35,7.39,0.01,0.03
12.6,33.19,4.44,0,0.02
0,0,0,0,0
4.38,20.13,0,0,0
2.12,5.51,0.05,0,0
0.96,2.33,0.04,0,0
0.87,1.61,0,0,0
1.29,0.97,0,0,0
0.28,0,0,0,0
8.56,15.84,5.13,0.17,0.18
30.78,59.68,2.97,0,0.05
1.49,2.79,0,0,0
1.47,2.07,0,0,0
9.41,19.47,4.4,0.02,0.01
32.74,49.81,24.4,0.72,0.72
7.67,17.28,3.51,0,0.04
2.48,6.6,0.6,0,0
0.65,0.4,0,0,0
11.52,20.96,7.04,0.22,0.22
2.14,7.35,0,0,0
0.91,0.12,0,0,0
0.03,0,0,0,0
6.07,12.75,2.71,0.03,0.03
4.26,13.71,0.47,0,0.01
0.12,0.26,0,0,0
1.28,1.65,0,0,0
2.96,10.2,0.01,0,0
42.6,63.54,32.06,0.23,0.36
0.18,0.13,0,0,0
2.77,9.66,0,0,0
4.26,21.66,0.01,0,0
2.18,5.79,0,0,0
1.46,3.32,0.01,0,0
3.39,8.22,0.75,0,0
21.32,44.1,13.06,0.04,0.1
8.9,20.05,3.68,0.03,0.01
0,0,0,0,0
0,0,0,0,0
3.38,10.97,0.11,0,0
1.43,2.36,0,0,0
1.58,3.63,0.39,0,0
1.05,0,0,0,0
9.49,23.9,3.31,0,0.01
3.92,13.52,0.39,0,0
0.49,0.87,0,0,0
1.56,3.63,0,0,0
5,22.32,0,0,0
9.77,18.25,6.5,0.2,0.21
20.26,48.24,9.09,0.03,0.08
0.05,0,0,0,0
4.18,11.96,0.8,0,0.01
3.77,12.38,0.13,0,0
32.45,58.96,17.07,0,0.06
4.32,8.86,2.11,0.07,0.07
0.36,0.13,0,0,0
2.26,7.06,0.2,0,0
13.74,25.83,8.4,0.15,0.16
0,0,0,0,0
62.15,81.84,52.44,0.33,0.54
1.03,0,0,0,0
0.21,0.31,0,0,0
1.09,0,0,0,0
3.55,17.08,0,0,0
2.6,6.4,0.65,0,0
0.64,1.18,0.04,0,0
0.06,0,0,0,0
2.39,6.86,0.18,0,0
0.52,0,0,0,0
21.34,41.03,12.54,0.01,0.06
0.82,0.33,0,0,0
0,0,0,0,0
0.42,0.02,0,0,0
7.12,24.18,0.6,0,0
6.47,39.71,0,0,0
2.03,5.81,0.14,0,0
4.21,11.1,0.77,0,0
14.19,35.65,4.9,0,0
0,0,0,0,0
4.63,9.86,2.3,0.09,0.04
28.92,56.76,16.11,0.03,0.05
0.2,0.01,0,0,0
0,0,0,0,0
38.46,64.22,26.68,0.08,0.17
2.77,8.54,0.36,0,0
0,0,0,0,0
8.01,23.9,2.67,0,0
0.48,0.08,0,0,0
0,0,0,0,0
0.86,1.1,0,0,0
0.78,0,0,0,0
16.23,41.75,6.3,0,0.02
0.12,0,0,0,0
0.26,0.65,0.06,0,0
1.22,3.35,0.04,0,0
2.08,6.42,0.06,0,0
1.37,2.07,0,0,0
5.73,20.85,0.48,0,0
0.17,0,0,0,0
2.17,6.36,0.29,0,0.01
0.21,0,0,0,0
6.68,20.41,1.61,0,0.02
0.28,0,0,0,0
1.16,0.44,0,0,0
16.76,35.16,9.9,0.01,0.03
0.23,0,0,0,0
0.99,0.21,0,0,0
1.21,0,0,0,0
0,0,0,0,0
3.65,12.8,0.19,0,0
1.19,0,0,0,0
10.58,38.49,0.42,0,0
0.02,0,0,0,0
16.88,41.24,7.02,0,0.02
0.48,0.24,0,0,0
4.7,13.16,0.66,0,0
1.1,0,0,0,0
0.21,0.01,0,0,0
0.28,0,0,0,0
5.19,11.78,2.64,0.02,0.02
4.68,20.19,0.02,0,0
0.98,2.01,0.02,0,0
2.6,11.14,0,0,0
4.26,20.87,0,0,0
0.58,0.7,0,0,0
1.2,0,0,0,0
0.81,1.83,0.01,0,0
1.92,5.59,0.06,0,0
1.94,5.25,0,0,0
16.59,47.56,1.32,0,0
3.45,10.83,0.72,0,0
6.68,24.09,0.49,0,0
0.19,0.13,0,0,0
0,0,0,0,0
0.55,0.35,0,0,0
3.92,18,0.01,0,0
5.87,20.45,0.63,0,0
2.5,7.64,0.02,0,0
1.19,0,0,0,0
5.24,14.14,1.61,0,0
1.12,2.37,0,0,0
0.83,1.85,0.01,0,0
1.17,2.39,0.05,0,0
1.04,0,0,0,0
4.07,18.79,0.07,0,0
0,0,0,0,0
0.11,0,0,0,0
0.47,0.91,0,0,0
2.27,6.37,0,0,0
0.99,1.61,0,0,0
1.03,2.69,0.11,0,0
21.9,40.87,13.74,0.06,0.11
0.47,0.15,0,0,0
5.46,14,1.98,0,0
1.88,4.54,0,0,0
0.36,0.17,0,0,0
0.62,0.17,0,0,0
0.88,0.07,0,0,0
1.07,2.98,0.15,0,0
10.12,18.36,6.28,0.12,0.18
10.21,30.5,2.34,0,0
6.55,27.28,0.13,0,0
2.3,1.73,0,0,0
0.4,0.01,0,0,0
3.41,9.57,0.49,0,0
1.43,0.09,0,0,0
1.88,5.53,0.08,0,0
0.17,0.42,0.01,0,0
1.7,3.81,0.73,0.03,0.01
0.49,1.05,0.06,0,0
0.91,0.97,0.01,0,0
11.31,34.6,2.13,0,0
0.51,0.65,0,0,0
0.67,1.16,0.01,0,0
11.62,40.35,0.05,0,0
1.71,5.55,0.07,0,0
4.73,16.77,0.18,0,0
0.61,1.49,0.03,0,0
0.96,1.89,0.02,0,0
4.36,9.74,1.9,0.03,0.03
15.04,45.98,0.93,0,0
0.57,0.22,0,0,0
0.13,0,0,0,0
0.31,0,0,0,0
0.13,0.01,0,0,0
0,0,0,0,0
6.49,35.52,0,0,0
3.3,9.14,0.81,0,0.01
3.12,11.18,0.1,0,0
1.33,2.02,0,0,0
0.56,0.99,0,0,0
4.86,22.22,0,0,0
0.4,0.27,0,0,0
1.41,2.31,0,0,0
2.74,8.14,0.1,0,0
0.59,0,0,0,0
10.32,23.21,3.88,0.02,0
0.21,0.12,0,0,0
0.67,1.71,0,0,0
0,0,0,0,0
25.95,41.77,19.44,0.38,0.42
0.27,0.35,0,0,0
21.89,54.8,3.52,0,0
9.75,21.92,5.18,0.04,0.04
5.19,14.59,0.7,0,0
1.95,5.57,0.54,0,0.01
19.81,45.23,9.74,0.01,0.03
5.96,17.86,1.33,0,0.01
0.18,0,0,0,0
1.43,2.11,0,0,0
1.46,3.68,0.02,0,0
0,0,0,0,0
27.31,47.18,18.57,0.12,0.2
3.03,10.62,0.14,0,0
2.09,5.68,0.38,0,0
0.16,0,0,0,0
0.88,0.93,0,0,0
5.76,20.28,0.37,0,0
0.94,0,0,0,0
0.37,0.29,0,0,0
0.7,1.22,0,0,0
0,0,0,0,0
2.28,6.23,0.27,0,0
12.44,38.65,2.52,0,0
4.02,19.91,0,0,0
0,0,0,0,0
7.72,25.66,1.06,0,0
0.67,0.07,0,0,0
1.06,0.07,0,0,0
0.18,0,0,0,0
2.53,9.01,0.07,0,0
7.16,34.81,0,0,0
1.07,0,0,0,0
8.06,28.83,0.51,0,0.01
0.65,0.65,0,0,0
1.02,0.07,0,0,0
2.47,7.72,0,0,0
2.77,13.1,0,0,0
2.85,6.89,1.08,0.01,0.01
3.32,13.29,0,0,0
1.15,2.14,0,0,0
6.87,18.46,2.15,0,0
0.07,0,0,0,0
4.93,26.88,0,0,0
0,0,0,0,0
0.19,0.28,0,0,0
15.67,40.61,4.31,0,0
0.1,0,0,0,0
14.17,43.39,1.09,0,0
3.98,13.97,0.2,0,0
5.75,15.72,1.65,0,0.01
0.73,0,0,0,0
1.36,3.7,0,0,0
1.93,6.57,0,0,0
15.46,36.51,7.28,0.02,0.01
6.28,18.76,1.38,0,0.02
12.3,33.95,3.87,0,0
3.07,8.32,0.91,0,0
1.5,3.92,0,0,0
3.4,15.7,0,0,0
18.34,55.09,1.75,0,0.01
1.32,2.09,0,0,0
32.22,60.14,14.72,0,0
4.73,13.35,1.56,0,0.01
3.12,15.6,0,0,0
1.19,0,0,0,0
12.89,19.77,8.98,0.72,0.62
0.62,0.09,0,0,0
0.16,0.15,0,0,0
0.31,0.25,0,0,0
0,0,0,0,0
26.93,41.8,19.66,0.62,0.57
56.93,76.32,46.96,0.99,1.36
1.48,3.67,0,0,0
9.18,21.85,4.09,0.01,0
7.14,18.51,2.88,0,0.02
1.55,3.41,0,0,0
1.54,2.9,0,0,0
1.4,0,0,0,0
8.66,20.33,2.85,0.01,0.02
2.53,6.62,0.59,0,0
7.55,21,2.06,0,0.03
0.58,0,0,0,0
13.04,26.29,7.94,0.14,0.19
2.25,6.04,0.2,0,0
2.78,8.64,0.17,0,0
0.45,1.14,0.06,0,0
43.75,71.25,32.69,0,0.01
7.48,17.33,3.16,0.07,0.01
6.35,29.01,0,0,0
5.53,15.28,1.26,0,0.01
0.2,0.93,0.04,0,0
25.75,41.35,17.81,0.81,0.68
0.85,2,0.01,0,0
0,0,0,0,0
23.23,37.18,16.86,0.69,0.72
4.03,18.02,0,0,0
2.85,8.49,0.47,0,0.01
2.34,8,0.16,0,0
0.85,1.14,0.01,0,0
0,0,0,0,0
2.21,6.33,0.62,0,0
6.04,15.79,1.96,0,0.02
1.84,3.81,0.44,0,0
1.15,0,0,0,0
12.62,31.9,5.03,0,0
3.39,10.55,0.27,0,0
1.3,0.7,0,0,0
13.57,42.81,1.3,0,0
2.9,9.9,0.11,0,0
21.74,42.4,13.87,0.05,0.09
3.91,12.95,0.25,0,0
18.17,47.27,2.87,0,0.01
9.46,36.87,0.21,0,0
21.87,37.69,14.83,0.22,0.28
2.05,5.41,0,0,0
5,13.06,1.42,0,0
1.19,0.05,0,0,0
1.06,0,0,0,0
2.38,6.87,0.15,0,0
6.86,13.84,3.71,0.06,0.07
0.45,0.38,0,0,0
2.16,5.99,0.11,0,0
9.3,20.35,4.69,0.01,0.04
3.78,17.7,0,0,0
0,0,0,0,0
0.18,0,0,0,0
1.09,3.5,0.03,0,0
0,0,0,0,0
6.45,15.21,2.16,0,0.03
3.86,15.34,0,0,0
25.32,59.04,4.26,0,0
1,0,0,0,0
1.48,2.07,0,0,0
4.23,10.46,1.27,0,0.05
0.88,1.88,0,0,0
4.64,12.22,1.18,0,0
4.61,14.44,1.13,0,0.01
0,0,0,0,0
2.6,9.73,0.01,0,0
0.63,0.05,0,0,0
3.5,19.89,0,0,0
1.03,2.49,0.11,0,0
4.85,17.12,0.28,0,0
0.25,0,0,0,0
0.77,1.68,0.01,0,0
68.46,88.91,63.31,0.27,0.82
0,0,0,0,0
0.61,0.95,0,0,0
2.66,6.35,0.5,0,0
0.34,0.4,0,0,0
4.17,20.05,0.01,0,0
1.2,3.66,0.08,0,0
3.36,14.62,0.03,0,0
7.55,30.15,0.37,0,0
4.52,9.19,2.58,0.13,0.13
2.37,5.63,0.78,0,0.01
0.5,0,0,0,0
0.7,1.43,0.01,0,0
30.15,58.92,11.78,0,0.05
1.27,1.43,0,0,0
0,0,0,0,0
1.14,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.8,0,0,0,0
0.02,0,0,0,0
4.22,20.27,0,0,0
51.36,73.29,41.65,0.25,0.3
1.66,3.42,0,0,0
0.08,0,0,0,0
2.78,9.19,0.07,0,0
2.55,6.47,0.62,0,0
0.81,0,0,0,0
4.68,11.88,1.56,0,0.02
11.68,41.12,0.24,0,0
1.1,0,0,0,0
0.41,0.84,0.07,0,0
1.78,3.69,0,0,0
0.18,0.24,0,0,0
0.12,0,0,0,0
37.43,58.05,28.3,0.58,0.58
0.01,0,0,0,0
0.07,0.06,0,0,0
1.31,2.97,0.07,0,0
11.08,30.6,3.58,0,0
4.13,19,0.01,0,0
3.29,15.48,0,0,0
1.07,0.05,0,0,0
0.11,0,0,0,0
78.37,93.15,70.48,0.29,0.77
2.43,7.93,0.02,0,0
3.37,10.31,0.34,0,0
0.72,0,0,0,0
2.5,7.86,0.3,0,0
2.68,8.82,0.03,0,0
1.29,0.39,0,0,0
0,0,0,0,0
0,0,0,0,0
10.37,20,6.53,0.11,0.13
0.07,0,0,0,0
1.81,4.99,0.06,0,0
10.73,27.97,3.91,0,0.01
3.77,9.64,1.27,0,0
0.37,0.44,0,0,0
28.84,44.2,21.55,1.57,1.32
23.63,59.54,2.11,0,0
1.36,2.58,0,0,0
36.82,65.46,24.97,0,0
0.2,0.35,0,0,0
17.33,45.79,4.57,0,0
2.07,7.35,0.01,0,0
1.32,0.91,0,0,0
2.64,9.9,0.07,0,0
1.36,1.68,0,0,0
3.5,11.29,0.24,0,0
2.63,6.62,0.57,0,0
1.18,0,0,0,0
2.09,5.95,0.52,0,0
2.42,6.89,0.01,0,0
0.02,0,0,0,0
6.57,25.83,0.49,0,0
3.42,12.24,0.03,0,0
16.08,28.86,10.5,0.46,0.48
4.35,14.33,0.61,0,0.01
1.47,2.8,0,0,0
0.85,0,0,0,0
0.39,0.52,0,0,0
1.24,0,0,0,0
16.68,47.88,2.46,0,0
0.47,0,0,0,0
0.02,0,0,0,0
22.05,59.15,1.8,0,0.03
1.29,3.18,0.21,0,0
3.9,13.9,0.21,0,0
0.02,0,0,0,0
3.77,10.6,0.84,0,0
1.74,4.43,0.31,0,0
0.28,0,0,0,0
0.1,0,0,0,0
1.91,5.41,0,0,0
26.99,47.76,18.89,0.14,0.22
7.54,25.84,1,0,0
7.25,21.09,1.79,0,0
0.03,0,0,0,0
6.69,16.54,2.31,0.01,0.02
0.44,1.13,0.02,0,0
1.17,0,0,0,0
3.77,10.86,0.79,0,0
0.89,0,0,0,0
0.6,0,0,0,0
1.41,2.84,0,0,0
0.21,0.15,0,0,0
14.72,25.89,9.9,0.28,0.31
0,0,0,0,0
0.05,0,0,0,0
0.56,1.31,0,0,0
1.19,3.71,0.05,0,0
1.26,1.29,0,0,0
8.62,22.41,2.93,0,0.02
0.83,0,0,0,0
1.63,4,0,0,0
1.05,0,0,0,0
2.58,8.2,0,0,0
1.39,3.17,0.09,0,0
0.38,0.81,0.02,0,0
1.15,0,0,0,0
26.91,47.82,17.59,0.18,0.22
3.78,17.82,0.01,0,0
7.01,15.81,3.32,0.02,0.06
0,0,0,0,0
18.22,50.75,2.41,0,0
2.68,9.98,0.1,0,0
7.01,23.52,0.87,0,0
6.93,23.46,0.69,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.81,0,0,0,0
5.61,14.39,1.39,0,0.02
10.1,22.25,5.35,0.04,0.03
10.67,20.61,6.24,0.08,0.11
6.85,29.21,0.04,0,0
0.91,2.11,0.04,0,0
1.05,1.15,0,0,0
24.92,41.81,18.29,0.44,0.46
1.05,0,0,0,0
16.27,34.79,8.73,0.08,0.16
64.95,83.64,60.35,0,0.02
0,0,0,0,0
0.88,0,0,0,0
2.33,6.67,0.33,0,0
0,0,0,0,0
1,0.35,0,0,0
1.45,2.96,0,0,0
2.3,7.17,0.01,0,0
0.04,0,0,0,0
23.64,52.79,11.93,0,0.02
0,0,0,0,0
1.84,4.29,0,0,0
3.12,13.97,0,0,0
1.94,4.09,0,0,0
5.36,14.49,1.3,0,0.01
16.42,31.46,10.67,0.07,0.1
8.77,27.71,1.83,0,0
3.03,8.83,0.46,0,0
33.15,62.29,20.9,0.05,0.1
2.88,8.95,0.26,0,0
4.28,19.82,0,0,0
39.85,63.29,30.33,0.08,0.12
24.43,37.98,18.49,0.47,0.44
5.51,25.1,0.03,0,0
1.26,2.77,0.01,0,0
0.96,0,0,0,0
0.61,0.85,0,0,0
0.54,0.59,0,0,0
0,0,0,0,0
11.8,40.04,0,0,0
1.29,0,0,0,0
10.6,31.4,3.45,0,0
1.18,0,0,0,0
0.8,1.78,0.04,0,0
7.25,26.12,0.88,0,0
1.03,0,0,0,0
1.18,3.1,0.12,0,0
0.27,0.11,0,0,0
1.06,0,0,0,0
0,0,0,0,0
0.06,0,0,0,0
3.22,9.73,0.59,0,0
1.15,0,0,0,0
0,0,0,0,0
4.05,14.58,0.13,0,0
36.44,52.92,28.44,0.8,0.83
1.49,0.69,0,0,0
4.16,20.31,0,0,0
2.25,6.62,0,0,0
5.44,11.67,2.22,0,0.02
0.17,0.15,0,0,0
1.35,0.53,0,0,0
15.3,40.29,0.8,0,0
0.58,0.55,0,0,0
0.24,0.06,0,0,0
1.07,2.79,0.05,0,0
3.48,7.88,1.53,0.06,0.07
16.94,48.83,1.51,0,0
0,0,0,0,0
0.21,0.06,0,0,0
6.27,26.94,0.11,0,0
6.22,17.67,1.29,0,0
1.02,0.01,0,0,0
3.03,10.38,0.17,0,0
8.59,20.24,4.09,0.01,0
5.89,13.45,2.69,0.07,0.09
1.23,0.37,0,0,0
1.39,3.14,0.41,0,0
0.25,0,0,0,0
5.79,20.17,0.61,0,0
0.01,0,0,0,0
5.87,11.52,3.34,0.07,0.09
1.97,5.92,0.21,0,0
2.99,7.41,0.57,0,0
0.9,1.75,0.06,0,0
0,0,0,0,0
0.95,0.22,0,0,0
0.69,0,0,0,0
0.61,0.51,0,0,0
1.01,2.5,0.11,0,0
1.28,0,0,0,0
0.04,0,0,0,0
0.58,1.68,0.03,0,0
0.94,0.14,0,0,0
0.06,0,0,0,0
0.15,0.03,0,0,0
2.52,7.93,0.05,0,0
15.27,33.28,7.25,0.09,0.06
1.35,4.27,0.11,0,0
29.58,43.17,23.24,1.56,1.41
0.13,0.05,0,0,0
0.04,0,0,0,0
12.91,40.73,0.28,0,0
2.42,5.87,0.51,0,0
20.62,29.75,15.72,0.85,0.74
1.19,0,0,0,0
2.94,8.88,0.23,0,0
1.01,0,0,0,0
0.55,0.91,0,0,0
13.27,25.34,8.18,0.14,0.17
1.53,3.82,0,0,0
17.91,37.92,9.07,0.05,0.01
8.85,19.22,4.24,0.02,0.01
1.04,2.07,0.02,0,0
1.11,0.05,0,0,0
4.12,13.53,0.45,0,0
4.86,22.6,0.18,0,0
79.59,91.25,71.12,2.28,2.52
0.26,0.05,0,0,0
4.53,20.17,0,0,0
2.07,6.72,0.06,0,0
6.31,21.34,0.85,0,0
0.65,0.28,0,0,0
15.37,33.89,7.96,0.04,0.02
0.47,0.07,0,0,0
0.23,0.05,0,0,0
0.4,0,0,0,0
7.77,38.64,0,0,0
1.58,4.78,0.06,0,0
0,0,0,0,0
6.9,29.27,0.14,0,0
7.88,26.16,1.15,0,0
0.18,0.21,0,0,0
0.01,0,0,0,0
1.25,0,0,0,0
4.72,9.95,2.26,0.07,0.07
2.29,6.52,0.44,0,0
1.04,0.34,0,0,0
1.5,2.22,0,0,0
0.14,0.02,0,0,0
0,0,0,0,0
7.55,27.26,0.63,0,0
5.21,21.6,0,0,0
0.22,0.01,0,0,0
0.98,0.18,0,0,0
3.54,7.29,1.49,0.03,0.01
0.44,0.62,0,0,0
2.87,6.29,1.34,0,0.05
2.12,1.29,0,0,0
0,0,0,0,0
1.83,3.72,0,0,0
0.03,0,0,0,0
2.06,6.23,0.25,0,0
0.21,0,0,0,0
0,0,0,0,0
1.23,0,0,0,0
2.19,6.34,0,0,0
1.19,0.04,0,0,0
0.06,0.02,0,0,0
3.57,9.57,1.08,0,0
6.89,15.17,3.56,0.02,0
0.84,0,0,0,0
7.87,29.6,0.36,0,0
1.03,0,0,0,0
0,0,0,0,0
1.99,6.77,0,0,0
0.7,0.26,0,0,0
5.74,17.46,0.91,0,0
1.1,0,0,0,0
28.6,49.26,20.26,0.27,0.3
16.92,47.24,3.16,0,0
1.77,0.78,0,0,0
2.58,9.58,0,0,0
0.18,0.19,0,0,0
3.41,16.12,0.01,0,0
0.55,0.94,0.04,0,0
0.55,0.25,0,0,0
1.59,4.18,0,0,0
18.77,36.77,11.78,0.16,0.14
0.64,0.22,0,0,0
8.29,30.87,0.7,0,0
0.7,0.15,0,0,0
7.99,16.88,3.67,0.07,0.1
0.15,0,0,0,0
1.21,1.57,0,0,0
0.1,0.06,0,0,0
0.98,0.35,0,0,0
1.15,0,0,0,0
0.65,0,0,0,0
4.48,20.33,0,0,0
2.18,4.74,0,0,0
0.59,0.02,0,0,0
