iter	M_lnCltot(1)	M_lnClmet(1)	M_lnkufrac(1)	M_lnVdist(1)	M_lnVdistmet(1)	M_lnkgutabs(1)	M_lnFgluc(1)	SD_lnCltot(1)	SD_lnClmet(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	SD_lnkgutabs(1)	SD_lnFgluc(1)	GSD_Ccpt(1)	GSD_Ctot(1)	GSD_Qu(1)	GSD_Qu_tot(1)	lnCltot(1.1)	lnClmet(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnkgutabs(1.1)	lnFgluc(1.1)	lnCltot(1.2)	lnClmet(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnkgutabs(1.2)	lnFgluc(1.2)	lnCltot(1.3)	lnClmet(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnkgutabs(1.3)	lnFgluc(1.3)	lnCltot(1.4)	lnClmet(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnkgutabs(1.4)	lnFgluc(1.4)	lnCltot(1.5)	lnClmet(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnkgutabs(1.5)	lnFgluc(1.5)	lnCltot(1.6)	lnClmet(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnkgutabs(1.6)	lnFgluc(1.6)	lnCltot(1.7)	lnClmet(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnkgutabs(1.7)	lnFgluc(1.7)	lnCltot(1.8)	lnClmet(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnkgutabs(1.8)	lnFgluc(1.8)	lnCltot(1.9)	lnClmet(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnkgutabs(1.9)	lnFgluc(1.9)	lnCltot(1.10)	lnClmet(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	lnkgutabs(1.10)	lnFgluc(1.10)	LnPrior	LnData	LnPosterior
15600	0.667031	3.75394	-1.49792	1.75054	1.41879	3.79495	-2.3035	0.518971	0.370823	0.351158	0.659181	0.181006	0.0570978	0.654865	2.10042	1.906	1.101	1.11671	-2.21925	-1.28685	-0.81636	-1.27802	0.824093	-1.26427	-0.497965	0.674077	0.385508	1.65869	-0.543073	0.642976	-0.807122	-0.761996	-0.35662	0.825931	-1.20939	-0.339458	0.977659	0.431604	0.286965	1.30038	-0.700797	2.03052	0.511266	-1.13518	-0.238285	1.63846	-0.392782	1.3379	0.151192	-0.205812	0.299668	-0.551787	1.52381	-1.02513	0.701532	-1.4963	0.443058	-1.02889	0.309716	-0.386628	-0.815436	0.269021	1.3889	-1.67539	-0.300812	-0.872279	0.0135636	1.04413	0.610377	-1.20432	0.987812	1.62388	1.04101	-1.78731	-0.239268	1.29073	-0.50225	0.67067	2.77058	0.159744	-2.12365	-0.126256	0.495474	-0.730466	0.00242729	0.0792353	0.219658	-1.2413	-1.355542e+002	-1.399828e+003	-1.535382e+003
15650	0.686938	1.86072	-1.51106	1.69342	1.94355	2.65774	-2.38789	0.518046	0.426706	0.326066	0.486748	0.395564	0.11867	0.672136	1.85906	1.94451	1.11544	1.10956	-1.87525	-0.101404	-1.21728	-1.6286	0.720707	-1.16062	-0.42956	-0.0605936	0.728905	2.02211	-1.57986	0.196069	1.64805	-0.409008	0.325339	-0.600631	-1.35303	0.20414	-2.961	0.268747	0.506226	0.0352457	-1.08598	1.94474	-0.978376	-0.200102	0.826666	2.2052	-0.345262	-0.0376778	0.415306	-0.33533	-1.49445	0.849552	1.62136	-0.850674	0.609439	-1.47202	0.860809	-0.31596	0.32775	-0.877481	-0.274224	2.05801	1.3777	-1.90297	1.19427	0.0538952	0.169114	2.04682	1.12285	-1.35858	1.77957	1.93864	-0.556433	-2.03571	-0.123888	0.365148	-0.493719	1.2253	0.456632	-0.279675	-2.19939	-0.0932604	1.27264	-0.847065	0.425407	-0.244542	0.328733	-0.198279	-1.416654e+002	-1.399637e+003	-1.541303e+003
15700	0.591881	4.55119	-1.50022	1.695	2.3741	3.40387	-2.65412	0.507927	0.37936	0.317273	0.435706	0.443712	0.181675	0.691217	1.90086	2.06656	1.10515	1.11066	-2.41696	-0.0890628	-0.903936	-1.86632	-0.649201	-0.513177	-0.573859	0.11232	-2.23173	1.65907	-1.49881	0.89671	0.987075	-0.92897	-0.752421	0.0464727	-1.22561	-0.829377	-0.777624	-1.57546	0.815835	0.27287	-0.289174	2.15758	-0.536785	-0.757594	-1.81693	2.13962	-0.144461	0.674409	0.271405	0.155501	0.22537	0.676517	1.94221	-0.804179	-0.413058	-1.51337	0.940231	-0.305815	-1.22088	0.0173181	-0.943175	1.74702	1.30564	-2.77747	-0.0855646	2.08022	0.92232	2.12071	-0.444771	-1.58431	1.1075	-0.387948	-0.66588	-1.94356	-0.392484	-0.0318647	-0.412552	0.773679	1.44583	-1.33548	-1.97859	0.184809	-0.716617	-1.08789	0.406935	-0.340728	-0.103403	-0.423075	-1.465384e+002	-1.392632e+003	-1.539171e+003
15750	0.522639	3.01578	-1.52675	1.54992	1.86628	2.60377	-2.67474	0.448386	0.0266618	0.318751	0.375835	0.276705	0.11043	0.708703	1.97093	1.95243	1.10187	1.11384	-1.50344	-1.36704	-0.963205	-0.888981	-0.488595	-0.434559	0.141553	0.13846	0.133018	2.1022	-1.31935	1.29752	0.27177	-0.69901	-0.905293	0.21075	-1.25563	-1.45877	-0.806238	-1.0317	0.794754	0.573698	1.51512	2.40004	-0.553484	1.10672	-2.14998	1.99992	-0.313171	-0.940721	0.263855	-0.410571	-2.07055	2.7913	1.69063	-1.5211	0.916355	-1.36195	0.778743	1.59021	1.12123	-0.0213612	0.40474	-1.14689	1.37733	-1.85663	-0.770191	-1.16398	0.0338068	2.16236	-0.198643	-1.38931	1.55225	1.5768	0.947333	-1.91279	0.392946	2.44218	-0.598308	2.13328	1.85902	-0.334409	-0.862453	0.399553	0.527559	-0.907115	0.961	0.027279	-0.475298	-0.255353	-1.450347e+002	-1.396774e+003	-1.541809e+003
15800	0.716642	2.69663	-1.54186	1.59732	1.63204	2.26566	-2.49603	0.321301	0.177907	0.293478	0.351827	0.217556	0.387285	0.678502	2.03125	2.17866	1.10132	1.11508	-1.86939	0.355248	-1.47071	-1.11036	-0.523892	-0.67591	-0.324082	-0.534176	0.262425	2.07658	-2.00783	-0.265287	0.482397	-1.47972	-1.41157	-0.407515	-1.29193	-0.936219	-1.08998	-0.0440374	0.764483	-0.902796	0.267931	2.79384	-1.04519	0.633393	-0.798588	2.39622	-0.123091	-0.407112	0.444326	0.709034	0.326845	0.833558	2.03296	-1.3661	0.0207057	-1.85829	1.13892	-1.10204	-1.22921	-0.292544	0.511423	0.46831	1.50491	-1.4474	0.755555	1.59363	-0.597023	1.24239	1.46035	-1.40229	0.259476	1.05166	-1.98702	-2.55402	0.12202	-0.519303	-0.469388	2.11876	0.796565	-0.297864	-1.82538	1.2519	0.838391	-0.776722	2.06723	0.486346	-0.295674	-0.417401	-1.397551e+002	-1.404385e+003	-1.544140e+003
15850	0.661138	3.62446	-1.54027	1.66588	1.48118	2.84185	-2.38399	0.357759	0.203438	0.323238	0.40304	0.474868	0.0834788	0.67985	2.13838	2.12484	1.10021	1.11824	-2.78689	-2.81974	-0.883573	-1.58725	-0.998479	1.11995	-0.0277984	0.757704	-0.526851	1.71244	-1.26284	-1.58381	0.0623267	0.0151512	-1.80643	0.381117	-1.18717	-1.70954	0.768863	-0.375726	0.259269	0.530655	0.0794822	1.9706	-0.586837	-0.553483	-0.469316	1.95197	-0.612385	1.91488	0.268577	-0.170306	-0.220212	-1.52087	1.69975	-1.23404	-0.170446	-1.49998	0.860832	1.13874	-0.382444	-0.361725	-0.140658	-0.10258	1.34509	-2.06662	-2.24125	2.50067	0.463496	1.67101	0.363663	-1.44187	0.19642	0.884423	-2.17512	-3.03924	-0.221466	1.10726	-0.446728	1.10115	0.657175	0.881702	-3.01047	0.437899	-1.81844	-0.924608	0.783369	2.53399	-0.0646184	-0.514987	-1.548404e+002	-1.394788e+003	-1.549629e+003
15900	0.610561	2.7338	-1.61196	1.64386	1.76932	3.53317	-2.39541	0.397704	0.0836901	0.307019	0.439769	0.429875	0.142265	0.775815	2.32546	1.89982	1.10065	1.1029	-2.75621	-1.39707	-0.56468	-1.50883	0.0547703	0.165604	-0.113062	0.170895	-0.173175	2.09955	-1.59359	-0.284918	1.36711	0.051561	-1.37203	-0.348013	-1.02835	-1.29246	-0.811874	2.27205	0.391304	0.0606301	0.256424	2.57413	-0.703073	0.838113	1.13516	1.77014	-0.384074	0.505265	0.700303	0.102522	-0.0725629	-0.902318	1.41125	-1.23039	0.23254	-1.37927	0.612539	-1.0554	-0.60838	-0.614216	-0.213857	-0.0847692	1.6935	-2.19977	0.828872	-1.49971	0.207006	0.969479	-0.0922606	-1.03459	-0.0427644	2.12235	-0.900357	-2.65046	-0.167008	-0.659968	-0.333861	1.07842	1.46983	0.968105	-1.43044	-1.07812	0.706005	-0.464448	-0.228593	1.53362	-0.61009	-0.511667	-1.400704e+002	-1.389797e+003	-1.529867e+003
15950	0.586605	3.77171	-1.58904	1.58246	1.88156	4.3626	-2.38615	0.485698	0.00351825	0.32055	0.548107	0.2149	0.24774	0.620398	1.87396	1.75851	1.10854	1.10088	-2.06825	0.886783	-0.700336	-1.20837	0.959827	-0.234994	-0.996789	-0.00238952	0.549739	2.02688	-1.2513	-0.416944	0.255562	-0.598056	-0.742152	-0.975077	-1.07528	-0.609397	-0.374389	0.739462	0.497368	0.0402328	0.966345	2.99574	0.161368	0.539028	0.95315	2.06817	-0.530348	-0.426016	0.798752	0.0619217	0.568143	-0.352375	1.7772	-1.52807	0.763015	-1.55184	0.213956	0.856093	-0.85227	-0.592306	-0.508705	0.645323	1.39267	-1.75772	-0.513646	-0.374884	0.92763	1.4819	-0.128961	-1.08795	0.860491	1.15973	1.03863	-3.02858	0.267692	-1.82359	-0.398503	0.932888	-0.327947	0.906274	-3.30679	0.256407	0.412861	-0.669213	0.78742	-0.316964	0.583651	-0.481689	-1.393779e+002	-1.391819e+003	-1.531197e+003
16000	0.579995	2.75984	-1.58185	1.66673	1.8131	4.39601	-2.33992	0.432354	0.0233301	0.337432	0.514356	0.034521	0.0703926	0.56396	2.30627	2.02672	1.11148	1.1064	-2.99702	0.354146	-0.761366	-2.07886	-0.515102	0.887679	-0.948071	-0.119969	0.392991	2.07042	-1.8676	0.655941	-0.457672	-2.76143	-0.850333	0.0753754	-1.10143	-0.704303	-0.154735	0.653567	0.523761	0.387776	-1.79976	2.32786	-0.424408	0.855082	0.450757	1.69922	-0.140993	1.07197	0.666308	0.302856	2.52154	0.21277	1.65494	-1.60137	-0.0362495	-1.35589	0.142934	0.41672	1.31809	-0.674233	-0.305956	0.0649117	1.44445	-1.86698	-0.963409	-1.25314	0.139883	1.39534	-1.20583	-0.945638	1.23027	-0.451008	-0.050235	-2.57974	-0.359457	1.95521	-0.405095	0.604961	1.61857	-0.384325	-2.45684	0.86521	-0.720937	-0.547801	1.28051	-0.0412498	1.11382	-1.06868	-1.448441e+002	-1.401908e+003	-1.546752e+003
16050	0.493902	4.373	-1.57873	1.66197	2.25423	3.89181	-2.43022	0.472869	0.218161	0.29485	0.506568	0.117919	0.0913739	0.554937	1.78885	1.90954	1.10414	1.11635	-2.97628	0.0615112	-0.985293	-2.46054	-0.707436	1.24143	-0.571872	-0.140384	-0.214057	2.3784	-1.52699	-0.753665	0.98478	-0.173731	-0.33478	-0.758075	-1.16823	-0.538913	-0.864529	0.0781444	0.657093	0.968349	-0.420982	2.67915	0.0499044	0.843291	1.72407	1.95736	-0.66191	0.838311	0.636083	-0.693286	1.44948	-1.32455	2.12224	-1.17115	1.62607	-1.4876	0.20201	0.42499	0.112237	-0.887056	-0.111705	-0.454294	1.85419	-1.86223	-1.45612	-0.373698	-0.387039	2.26252	0.558394	-1.3285	0.174479	0.0254451	1.28412	-2.81438	0.254909	-1.32618	-0.411597	1.09952	1.76899	0.565448	-1.76288	0.561073	0.273377	-0.649771	0.901897	-0.0837611	0.0118359	-0.761293	-1.445768e+002	-1.390206e+003	-1.534783e+003
16100	0.472379	3.94735	-1.64073	1.69805	2.30399	3.94919	-2.37524	0.454145	0.111933	0.352528	0.449281	0.0345662	0.173677	0.747891	1.79184	1.84703	1.11181	1.10062	-2.78038	-1.16263	-0.497372	-2.56428	-1.95284	-1.97748	-0.433176	0.0520195	-0.417502	2.05657	-1.61579	1.74648	0.229975	0.249219	-0.730139	-0.301391	-0.908507	-1.30441	-0.431624	0.657207	0.544093	1.09126	0.919084	2.67625	0.535802	-0.056898	0.485545	1.69959	0.0471687	-0.972096	0.726199	-0.157314	0.0559185	0.787281	1.57708	-1.01772	-0.577133	-1.29949	0.299878	0.561405	-0.243601	-0.446	0.273001	1.30171	1.54308	-1.85319	0.214912	0.223586	0.300935	1.77459	0.679734	-0.708988	1.64218	0.778952	-2.00936	-2.93756	0.38237	-0.873397	-0.141939	1.3682	-0.240225	0.357532	-2.61565	0.641402	0.81385	-0.491789	0.703108	-0.731501	0.00247628	-0.382216	-1.446927e+002	-1.387758e+003	-1.532451e+003
16150	0.570551	4.90379	-1.57543	1.60783	2.3024	2.9019	-2.57318	0.497249	0.159548	0.30953	0.468786	0.458093	0.0177101	0.748801	2.03807	1.76842	1.10097	1.11386	-2.59423	-0.521483	-1.35935	-2.42338	-0.213719	0.811258	-0.275436	0.712245	0.437274	2.39047	-0.777264	0.18345	-0.138049	-1.13026	-0.504845	0.0119235	-1.31254	-0.639948	-2.53342	-0.651864	0.88056	0.359282	-0.742209	2.35429	-0.208904	1.57118	-0.154927	1.73662	-0.197	-2.09007	0.648907	0.315492	-0.743968	0.0588472	1.81026	-1.5003	0.810959	-1.35439	0.387001	0.0315616	-0.933954	-0.304765	0.323649	-1.28688	1.50928	-1.11555	-2.34686	-0.760946	0.22526	2.76281	-0.129341	-1.17518	2.61276	0.0166022	-0.32041	-1.65816	0.163572	-1.33621	-0.322488	1.2817	0.345158	0.00503552	-1.72207	0.326611	0.404527	-0.854821	0.773151	0.446766	-0.122901	-0.23465	-1.466664e+002	-1.393363e+003	-1.540029e+003
16200	0.538629	5.421	-1.64236	1.57218	1.8904	3.17314	-2.48681	0.570364	0.200817	0.323849	0.575581	0.105857	0.15503	0.709928	1.8654	1.86538	1.10238	1.11904	-2.68129	1.06159	-0.535894	-1.81389	-0.231484	0.107206	-0.606638	0.508484	0.444038	1.99633	-0.750252	-1.81465	2.29909	0.578004	-0.61138	-0.604346	-0.832	-0.70302	1.84244	-0.267703	0.512908	0.494798	0.0497112	2.96521	0.234589	1.60481	-1.99278	1.73648	-0.426211	-0.17845	0.724055	-0.290454	0.780044	-0.180266	1.39871	-1.26634	-0.992118	-1.22998	0.0491926	0.541828	1.01666	-0.3166	0.177156	0.363139	1.68387	-1.20498	0.912788	1.12267	-0.30927	1.2372	0.453218	-0.981289	1.13801	1.79105	0.706893	-2.00806	0.427579	-0.815242	0.00537582	1.75641	1.96294	0.154108	-1.89584	0.455032	1.32237	-0.47828	0.75796	-0.924314	0.557785	-0.741712	-1.445207e+002	-1.389041e+003	-1.533561e+003
16250	0.51067	4.10479	-1.67918	1.55495	2.59783	2.81789	-2.52602	0.553641	0.163279	0.307799	0.45609	0.273802	0.0305533	0.606095	1.82595	2.25968	1.1007	1.11005	-2.17025	-0.89562	-0.205559	-1.47902	-0.925507	0.263346	-0.549249	0.507204	-0.9223	2.512	-0.619901	0.0695926	1.35932	0.170091	-0.595606	-0.109714	-0.49805	-0.584958	1.16993	0.700805	0.884549	-0.435901	-1.85626	2.92119	-1.05373	0.0329443	-0.0498676	2.85889	-0.330982	0.61445	0.941531	-0.124372	-0.374924	0.79156	2.17103	-1.29155	-0.671987	-1.34563	-0.0145093	1.15031	-2.99766	-0.0579524	-0.103473	-0.943823	1.93471	-1.684	-0.821884	-0.175838	0.166416	1.3232	0.0810588	-0.850128	1.64634	0.151521	1.00383	-2.33212	0.731016	0.183867	-0.0476651	2.12807	-0.0895689	0.553323	-3.26347	0.827462	-0.663183	-0.288536	1.52066	0.524989	-1.21428	-0.469274	-1.462237e+002	-1.396278e+003	-1.542502e+003
16300	0.482578	2.89836	-1.68299	1.4971	1.85932	3.17716	-2.79432	0.478982	0.427852	0.30477	0.413868	0.0124233	0.29716	0.693574	1.85606	1.95855	1.10196	1.1051	-2.2733	0.237621	-0.657938	-2.07013	-1.08231	0.219944	0.0404798	-0.283523	-0.346635	2.52369	-1.96611	-0.561441	1.17889	-2.18616	-0.229518	0.75611	-0.73798	-0.221487	-0.192192	-0.33105	1.05731	0.0828609	-1.44472	2.58598	-1.02494	0.938462	0.0865897	2.29317	-0.248072	-0.0615468	0.937515	-0.224374	0.550054	-0.279709	2.03731	-1.49565	-2.33741	-1.35279	0.116119	1.1849	-1.75427	0.172053	0.0627535	2.06691	1.73834	-1.80665	1.2173	1.24378	0.462012	2.26429	1.15727	-0.965762	1.65519	1.6306	0.209267	-1.73424	0.373471	-0.542065	-0.0282912	1.73273	1.26959	-0.909816	-1.27311	1.01996	1.5007	-0.212772	1.76979	0.199497	0.115327	0.173641	-1.489171e+002	-1.391245e+003	-1.540162e+003
16350	0.33905	3.16273	-1.69724	1.44858	2.43834	3.85825	-2.6213	0.587141	0.390185	0.356655	0.373405	0.459424	0.00318462	0.88224	1.78421	1.76576	1.10415	1.11655	-2.15737	-0.711383	-0.00631561	-2.34326	0.122617	0.669116	-0.212981	0.476072	0.883425	2.13956	-1.05423	-0.319679	-1.27217	-0.875662	-0.656891	1.48514	-0.574846	-1.35076	-0.637127	-0.0142248	0.699404	0.656201	-0.456102	2.81003	-0.135891	0.0466583	-0.455391	1.21799	-0.0389672	0.204421	0.653796	-0.271665	0.516727	-0.08702	1.5413	-1.34813	-0.989564	-1.05986	-0.311365	0.0634282	-1.84925	-0.0235884	0.44211	-1.34679	1.65717	-1.55183	-3.02921	-1.78026	0.551886	1.2184	0.293833	-0.712294	1.60739	1.15779	-1.41621	-1.92131	-0.277843	-0.704391	0.128617	0.994357	2.10622	-0.061746	-1.4072	0.556491	-0.413578	-0.240819	1.52258	-0.687249	-2.40572	-0.209148	-1.496694e+002	-1.390858e+003	-1.540527e+003
16400	0.348807	2.28702	-1.69479	1.32736	2.37358	2.80712	-2.586	0.427638	0.0760646	0.367393	0.418114	0.147826	0.0521616	0.747117	2.2265	2.12181	1.10335	1.10664	-2.00787	0.408876	-0.404897	-1.00488	-0.785344	-1.11933	0.328045	1.04337	1.08975	2.00876	-0.60117	-2.07211	-2.54423	0.409701	-0.635175	0.161183	-0.57716	-0.88814	-1.95333	-2.58608	0.480417	0.448606	-0.215364	2.73541	-0.00607205	-2.87233	0.555439	2.12741	-0.653745	0.476424	0.742262	-0.656879	1.20981	2.24089	1.67356	-2.08717	-1.09093	-0.906873	0.128113	-0.484064	-0.084929	-0.00472381	-0.156404	0.929696	1.65459	-1.95243	-1.02008	0.613646	-0.251725	2.23826	0.596899	-0.625174	2.61906	0.493968	0.691845	-1.8577	0.0663903	2.04175	0.0870994	1.61821	1.4198	1.72306	-1.50298	0.511505	1.25514	-0.395766	0.992355	0.724467	-0.565686	-0.021182	-1.510890e+002	-1.396289e+003	-1.547378e+003
16450	0.171475	3.95948	-1.62883	1.20724	2.57243	3.32023	-2.82342	0.584811	0.287508	0.391241	0.457283	0.277345	0.129437	0.621748	2.12328	1.89206	1.10307	1.11082	-2.05993	-1.25536	-0.221819	-1.47625	0.514304	-0.804045	0.181284	0.848642	0.530506	1.81263	-0.163685	0.470955	-0.412992	-0.38653	-0.201485	1.28308	-1.04504	-0.45361	0.155453	0.835654	1.3874	0.784647	0.384312	1.84594	0.36183	1.42515	-1.89697	3.36717	0.307475	0.498182	0.668852	0.55889	-1.4019	-0.654679	2.24612	-0.490876	0.710644	-1.11483	1.23576	0.460098	0.622166	0.37339	0.102438	0.632217	1.18849	-1.91057	-2.74607	-0.127946	1.03492	2.05797	-0.396344	-0.910159	1.81775	-0.791612	0.86533	-2.00862	1.03699	-1.22814	-0.0979201	2.58232	-0.710252	-0.186857	-2.60932	0.879186	0.443867	-0.538249	1.40869	-1.07205	0.644605	-0.264204	-1.472503e+002	-1.386915e+003	-1.534165e+003
16500	0.195403	3.17994	-1.63498	1.20785	2.20884	2.87055	-2.82788	0.546258	0.0613797	0.425035	0.443471	0.0818306	0.345306	0.667986	1.83282	1.74332	1.10945	1.12444	-1.5125	-2.16159	-0.688581	-1.32593	-0.345188	-1.89865	0.485876	0.887086	1.49192	1.67092	-0.334186	0.387359	0.53502	0.168669	0.269044	0.904608	-0.972229	-0.38996	-0.652266	-0.975944	1.03489	0.894006	0.239678	2.03285	0.111318	-1.59653	-0.351336	2.77002	0.44385	-0.496951	0.41007	0.771591	-1.07962	0.853839	2.44487	-0.780251	-0.518216	-0.929908	1.00894	2.62529	1.37385	0.10629	-0.201409	1.50879	1.52032	-1.85347	0.2743	-0.34055	-0.846195	1.39878	0.743904	-0.822854	1.34193	0.408056	-1.44253	-1.2766	1.0677	0.20236	-0.165102	2.58712	0.796753	-0.711108	-1.38745	0.665519	0.0380374	-0.325419	1.32334	0.462633	-0.272935	-0.250415	-1.394688e+002	-1.403173e+003	-1.542642e+003
16550	0.385123	2.19911	-1.65646	1.26959	1.65229	3.17105	-2.82635	0.440249	0.294346	0.404955	0.459297	0.31525	0.0341375	0.836252	2.20612	1.91322	1.10325	1.11356	-1.68268	-0.519983	-0.195708	-0.489185	-1.66839	-0.823284	-0.514881	0.647399	-0.519365	1.82752	-0.356966	-0.599772	2.92867	0.677173	-0.568757	1.29087	-0.611443	-0.383145	0.456304	0.0111125	0.85968	1.19022	-1.01371	2.01484	0.78994	1.0353	-1.12456	2.13137	-0.082412	-0.488531	0.599178	0.600915	-0.624369	0.735179	1.94542	-1.33056	0.879216	-0.935023	0.937461	0.727297	-1.26083	0.254636	-0.130728	-0.0132027	1.47665	-1.40092	-0.890457	0.245538	-0.0237857	1.07938	1.3832	-0.740992	1.25007	-0.0616831	-1.24705	-1.41179	0.112854	1.21945	0.0117702	1.78987	1.30323	-0.741936	-1.19558	0.91389	1.05685	-0.342074	1.69312	0.13283	2.06307	0.12378	-1.368597e+002	-1.392163e+003	-1.529023e+003
16600	0.364642	2.61198	-1.62278	1.11276	1.80945	3.1788	-2.95507	0.54999	0.311807	0.479192	0.524978	0.566933	0.119599	0.778336	2.13225	1.88287	1.10392	1.10492	-1.00137	1.2415	-0.414393	0.111996	0.197777	0.450841	0.0876722	0.10705	-0.819915	1.4737	-0.363181	-0.883223	0.764739	0.807174	-0.579174	1.31494	-0.644784	-0.523144	-0.67416	-0.450836	1.02086	0.426822	-1.48282	1.73445	0.513005	1.32866	0.903585	2.8964	0.164281	 1.13	0.372799	0.985038	-0.260905	-0.0820215	2.17992	-0.67806	0.342108	-0.803961	1.36779	-0.0977898	1.16488	0.227622	0.354011	0.261388	1.11245	-0.717267	-0.746022	-1.03363	0.373606	2.05247	-0.876774	-0.760406	1.21469	1.7276	1.20527	-1.6543	0.268375	-0.803116	-0.143958	1.90248	0.418286	-0.175698	-0.678114	0.761649	-0.607923	-0.55771	1.51319	0.662964	0.211633	0.434043	-1.351517e+002	-1.389524e+003	-1.524676e+003
16650	0.433944	4.44458	-1.59649	0.979235	2.66904	3.13214	-2.84863	0.678946	0.0564871	0.444023	0.602399	0.0175377	0.0368827	0.644641	1.93755	1.95215	1.10455	1.10377	-2.29365	-0.656475	-0.287334	-0.903641	-0.271315	0.253703	0.393152	0.333729	-0.925681	1.42664	-0.124162	-1.38914	2.52883	0.0539836	-0.394565	0.174292	-0.739538	0.162002	-0.493756	0.175725	1.1636	-0.655834	0.608496	1.71664	-0.186685	-1.93592	-0.352955	2.96247	-0.030904	-0.302884	0.302228	1.05103	0.486108	0.459286	2.47515	-0.809078	2.51584	-1.00459	1.25475	-0.471782	0.524155	-0.00770106	-0.301242	1.88345	1.11706	-0.942241	-0.294405	0.543236	0.895163	1.86503	-1.76607	-0.835266	1.14607	-0.68729	0.210955	-1.39109	0.394321	0.355053	-0.0523904	2.11985	-0.719873	-0.865336	-1.92451	0.181788	0.452478	-0.553735	1.08319	-0.537805	-0.589004	-0.135299	-1.406102e+002	-1.395330e+003	-1.535941e+003
16700	0.361866	3.56345	-1.60457	1.01946	2.44106	2.54543	-2.75618	0.523279	0.439818	0.453281	0.723291	0.379336	0.0574334	0.775135	1.87379	1.84343	1.10092	1.10441	-2.79337	0.0223729	-0.0889974	-0.703276	-1.37967	0.689667	0.176404	0.569323	1.38774	1.53261	-0.194728	0.139965	-0.543526	0.109545	-0.987881	-0.536449	-0.570344	-0.384153	-0.203637	-0.834064	0.704075	0.859944	0.165272	1.73382	0.547033	0.0883917	1.70738	2.12934	-0.076797	1.08591	0.393589	0.510127	-0.938661	-0.892798	1.83754	-0.574302	-0.313852	-0.881959	1.29547	-0.490694	-0.578922	0.0397947	-0.246453	0.210661	1.07443	-0.800854	-1.29029	1.97278	0.167472	1.51517	-0.559094	-0.814134	1.45732	0.27902	-0.0560199	-2.60114	1.01123	-0.932979	-0.136744	1.94398	0.252364	1.92496	-0.917298	0.489528	-0.516676	-0.589069	0.885704	1.54492	-0.516226	0.259727	-1.398719e+002	-1.390348e+003	-1.530220e+003
16750	0.357149	3.00783	-1.62305	0.995592	2.08373	3.69838	-2.58979	0.492996	0.351271	0.460737	0.795751	0.00569304	0.0872418	0.611763	2.17024	1.83685	1.10658	1.1058	-2.28042	-0.341556	-0.208594	-0.113579	1.08194	-1.63794	0.172855	1.04599	-2.02633	1.54685	0.394915	-1.2288	0.403253	-0.0972106	-1.68078	0.170293	-0.750135	-0.620191	-0.467019	-0.712067	1.02105	1.04405	0.0275063	1.63992	0.889597	1.11398	-0.231316	2.84238	-0.710368	0.906009	0.224492	0.156253	2.5733	1.14063	2.30798	-0.614867	-0.191594	-0.917477	1.28202	0.131153	0.278468	0.134429	-0.384386	0.663247	1.12116	-0.80308	0.11149	0.120191	0.0578767	2.33332	-0.757018	-0.758176	1.80143	-0.893735	0.213014	-1.89226	1.55407	0.871166	0.00194684	2.25998	0.826715	-0.445477	-3.01294	1.03477	0.617734	-0.418782	1.36245	-1.79168	0.38154	-0.104547	-1.480927e+002	-1.389924e+003	-1.538017e+003
16800	0.410104	2.6643	-1.622	1.00789	2.01738	3.46848	-2.75878	0.374165	0.0017175	0.392095	0.659943	0.113805	0.0195145	0.711649	2.14756	2.16962	1.11836	1.11536	-2.58363	0.599556	-0.454942	-0.113726	-1.02475	-0.983297	0.477174	1.42881	0.285474	1.69068	0.386671	-0.755118	1.14086	0.408834	-1.14542	0.881236	-0.673709	-0.157563	-1.32481	-2.10478	1.01063	0.346536	-0.0164905	2.45589	0.488961	0.60746	-1.23796	1.9931	-0.722185	2.72635	0.27424	0.534866	-1.20215	0.849145	2.31918	-1.4133	-1.28196	-1.13003	0.979613	-2.47751	-0.0466897	0.0253829	0.0108112	0.591303	1.26388	-0.759345	-0.237454	0.395791	0.950157	2.02851	0.831453	-0.854363	1.45382	0.966288	1.12782	-1.37483	1.04173	2.32507	-0.135902	1.98998	-1.10216	1.08561	-2.73029	0.926594	0.127617	-0.469385	1.40206	1.41944	0.344822	-0.0651676	-1.481719e+002	-1.400580e+003	-1.548752e+003
