"iter" "M_lnCltot.1." "M_lnClmet.1." "M_lnkufrac.1." "M_lnVdist.1." "M_lnVdistmet.1." "M_lnkgutabs.1." "M_lnFgluc.1." "SD_lnCltot.1." "SD_lnClmet.1." "SD_lnkufrac.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "SD_lnkgutabs.1." "SD_lnFgluc.1." "GSD_Ccpt.1." "GSD_Ctot.1." "GSD_Qu.1." "GSD_Qu_tot.1." "lnCltot.1.1." "lnClmet.1.1." "lnkufrac.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnkgutabs.1.1." "lnFgluc.1.1." "lnCltot.1.2." "lnClmet.1.2." "lnkufrac.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnkgutabs.1.2." "lnFgluc.1.2." "lnCltot.1.3." "lnClmet.1.3." "lnkufrac.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnkgutabs.1.3." "lnFgluc.1.3." "lnCltot.1.4." "lnClmet.1.4." "lnkufrac.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnkgutabs.1.4." "lnFgluc.1.4." "lnCltot.1.5." "lnClmet.1.5." "lnkufrac.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnkgutabs.1.5." "lnFgluc.1.5." "lnCltot.1.6." "lnClmet.1.6." "lnkufrac.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnkgutabs.1.6." "lnFgluc.1.6." "lnCltot.1.7." "lnClmet.1.7." "lnkufrac.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnkgutabs.1.7." "lnFgluc.1.7." "lnCltot.1.8." "lnClmet.1.8." "lnkufrac.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "lnkgutabs.1.8." "lnFgluc.1.8." "lnCltot.1.9." "lnClmet.1.9." "lnkufrac.1.9." "lnVdist.1.9." "lnVdistmet.1.9." "lnkgutabs.1.9." "lnFgluc.1.9." "lnCltot.1.10." "lnClmet.1.10." "lnkufrac.1.10." "lnVdist.1.10." "lnVdistmet.1.10." "lnkgutabs.1.10." "lnFgluc.1.10." "LnPrior" "LnData" "LnPosterior"
26650 0.460865 4.61436 -1.54054 1.40571 1.86007 2.729 -2.62768 0.501241 0.130541 0.550676 0.516591 0.347805 0.0504333 0.674945 2.16601 1.72641 1.10163 1.10564 -1.87839 0.0271808 -0.416837 -0.541507 -1.17054 1.77052 0.109032 0.918985 -0.785555 1.20517 -0.280773 0.466093 0.027313 0.407584 -0.982428 -1.09407 -0.71114 -0.875835 -1.98926 -0.188671 0.785528 1.86765 -1.30461 1.44589 1.52724 -1.57616 0.197741 2.5896 0.062437 -0.791805 0.139005 0.377646 -0.422271 1.43584 1.88479 -1.05014 -0.374744 -0.818095 0.874324 -1.03887 -0.321088 -0.175014 -0.707827 -0.485529 0.812022 -2.23243 -0.541663 -0.0283785 0.431157 2.64595 0.740914 -0.785828 0.841735 1.21825 -2.37931 -2.55511 0.320013 -0.12958 -0.303368 1.4956 1.9653 0.528696 -1.2486 0.245799 0.0209349 -0.447238 0.81376 0.71844 0.216957 -0.209222 -141.2088 -1385.79 -1526.999
45750 0.319752 2.77718 -1.47719 1.42783 1.89216 3.09599 -1.99572 0.726061 0.245829 0.432467 0.569274 0.532427 0.16253 0.788775 1.88453 1.82113 1.10308 1.10677 -1.66881 -1.92045 -0.734741 -1.51282 1.50964 -0.275881 -0.567487 0.833534 0.10122 1.18752 -0.560148 -0.60948 0.92116 -1.14524 -0.424039 -0.0492042 -1.18638 -0.948839 -1.09603 2.57982 -0.176661 0.422241 -0.381141 1.60128 -0.342871 -0.570181 -2.17857 1.31248 -0.409776 0.550753 0.146014 -0.270882 -0.428349 0.740727 0.933082 -0.623419 -0.518663 -1.28517 0.590924 0.523101 -1.75353 -0.888024 -0.448387 -0.036174 0.628455 -2.26178 -1.07102 -1.08828 0.154207 1.5104 0.17394 -1.05438 1.61657 2.52836 -0.110845 -2.50374 0.561338 0.379268 -0.553229 1.579 0.533268 -0.284335 -1.7159 0.247233 1.72917 -0.652032 0.454694 1.40865 0.50317 -1.51849 -147.2213 -1383.127 -1530.348
49250 0.68888 5.38041 -1.66193 1.84141 2.30545 3.15363 -3.12649 0.517485 0.234763 0.414079 0.664132 0.0547339 0.0751665 0.828898 1.81296 1.75882 1.10455 1.10398 -3.09899 -1.676 -0.551978 -2.05905 1.01985 0.0381756 0.544351 0.723674 1.03407 1.7749 -0.493289 -0.431479 -1.9287 0.885329 -1.66718 -1.40134 -0.604009 -1.4541 -1.30855 -2.49108 1.20479 0.172629 1.28346 2.32347 -0.339889 1.29712 0.937657 2.34698 -0.735824 -0.231973 0.688233 -0.241092 0.201049 0.711232 2.24555 -1.73432 -0.464129 -1.00321 -0.304669 -1.3016 -0.722926 0.552854 -0.795455 -0.469773 1.13752 -2.00583 -0.442065 0.112159 1.61353 1.72905 0.320193 -0.692454 1.09162 -0.0997968 0.151268 -1.37853 0.760728 -1.25513 0.0196309 1.39078 0.471627 -1.86947 -0.961084 0.309723 -0.318507 -0.286083 0.338503 0.105418 -1.42021 0.203696 -151.753 -1377.001 -1528.754
31150 0.386078 6.62112 -1.79491 1.71294 1.75671 2.60987 -2.33897 0.409004 0.00910149 0.480785 0.409235 0.0743004 0.371943 0.755244 1.69786 2.15778 1.10607 1.114 -2.53188 1.11596 0.144121 -2.15393 -0.50875 -0.644193 -0.591981 0.955376 1.08459 1.78058 -1.78928 0.0634494 1.30785 -0.0264205 -0.687937 0.219695 -0.151231 -1.41717 -0.915564 -0.671221 0.254705 0.699716 -0.155443 2.28681 -0.374569 -1.1876 -0.19915 1.34521 1.12597 0.29177 0.778328 0.614026 1.28907 -0.548783 1.3042 -0.667233 1.22393 -0.47947 0.540361 -1.08771 0.296504 -0.556005 0.159936 -0.067586 1.37716 -2.8443 0.693835 -0.3004 0.594587 1.97342 -0.774214 -0.210545 1.61252 1.67107 0.541546 -2.33259 0.864151 -0.798032 0.155931 1.48577 0.670678 0.985181 -1.49609 0.545508 -0.150097 -0.108486 0.475249 -0.139135 0.842713 -0.347904 -138.747 -1395.573 -1534.32
49150 0.589948 3.57397 -1.68346 1.40898 1.83352 2.92044 -2.47383 0.407296 0.497735 0.322572 0.532687 0.365899 0.0686369 0.520453 2.15629 2.03157 1.10458 1.10263 -1.28987 0.410355 -0.209608 0.489551 -1.30645 0.0106754 -0.314089 -0.547562 1.18922 2.24604 -1.18671 0.644704 -1.53191 0.572263 -1.85225 -0.844503 -0.811993 -1.22424 0.298538 0.727047 0.737785 0.546176 -0.293542 3.1021 0.466894 1.61432 -0.863283 1.92882 -0.594656 -0.373781 0.942217 0.231967 -1.04254 2.44927 2.45002 -1.79401 0.544787 -1.07669 0.488001 2.08539 -1.25134 -0.556199 -0.464212 0.947133 1.74236 -1.76095 -1.20936 -1.13587 1.31785 1.9903 -0.869348 -0.887741 0.958553 2.29848 -0.76252 -2.76556 -0.0393727 -0.45487 -0.213039 1.43198 -0.116866 1.08834 -2.48982 0.969207 -0.0519581 -0.443891 1.35124 0.349776 -1.38989 -0.392598 -149.9534 -1399.154 -1549.107
27250 0.481156 5.54905 -1.61763 1.37164 1.8652 2.54475 -2.36315 0.588017 0.08126 0.417479 0.399982 0.0421846 0.0372454 0.672605 1.98852 1.95669 1.10204 1.10669 -1.99375 1.589 -0.315737 -1.27985 0.688342 0.335242 -0.582344 0.501088 0.131935 1.59671 -0.64007 2.35642 -0.529421 -0.762697 -0.785768 1.56911 -0.806318 -1.21992 0.532994 -0.444527 0.592318 0.223848 1.02633 2.0356 0.385875 -0.358458 0.661091 2.1406 -0.013723 -0.490738 0.509489 0.503241 -1.65999 -2.15854 1.58672 -1.99523 0.162925 -0.975316 -0.479276 1.89358 -0.462082 -0.523077 -0.118836 1.05858 1.27873 -2.28138 1.06311 1.48609 0.0848217 1.46447 0.586501 -0.806807 0.788042 0.289414 -1.11729 -2.41824 0.680924 0.384381 -0.064626 2.82279 1.88122 -0.48655 -2.53953 0.0602862 -1.42081 -0.544046 0.649469 -1.44138 -1.23645 -0.709205 -146.1312 -1391.341 -1537.473
36150 0.59436 5.05713 -1.67287 1.44848 2.50206 2.89136 -2.44617 0.647064 0.0773199 0.488091 0.481035 0.0986202 0.162139 0.49819 1.72834 2.15984 1.10302 1.11041 -2.44837 -0.184525 -0.306693 -2.1037 0.597178 1.2295 -0.711501 -0.0504604 -1.08522 1.51711 -0.88156 1.66603 -2.51461 0.0485642 -0.452944 -0.122835 -0.569539 -0.236976 -0.71323 0.33714 0.948497 -0.216106 -0.884915 1.73655 -0.697765 0.158622 0.161486 3.13192 0.151247 -0.402835 0.568911 0.875156 -0.0724736 0.263726 2.31107 -0.654261 -0.334334 -0.801788 1.09328 -0.160438 -1.34196 -0.26049 -0.63016 -0.607623 1.11862 -2.27903 -0.253976 -0.206883 0.524116 1.15268 -1.43159 -0.649387 1.82963 -0.439743 1.455 -2.80805 0.128086 0.341795 0.0422834 1.83055 0.880495 1.07488 -2.70095 -0.193272 0.788262 -0.334523 0.407147 -2.05738 -1.07742 -0.937789 -144.4324 -1387.377 -1531.81
47850 0.5932 3.4547 -1.53855 1.61752 2.00261 3.27743 -2.71129 0.441805 0.271483 0.472768 0.661433 0.171438 0.0679836 0.757432 1.95167 1.83889 1.1026 1.10809 -3.507 -1.81699 -0.593227 -1.63809 -0.52729 -0.470163 0.167986 -0.0591302 -0.597227 1.3098 -0.973314 -0.0631813 0.132425 -0.21212 -1.04526 0.502305 -0.747111 -0.663068 -0.0814149 0.40491 0.804833 0.677175 -0.489531 1.54913 0.223999 -0.00594581 -0.0360577 2.17847 -0.0412915 0.897453 0.236924 0.23968 1.58063 -2.68693 1.68942 -1.58151 0.285659 -0.995122 0.24332 -0.0220459 -0.270763 -0.00370473 -0.805463 0.0180381 0.910494 -1.86268 -0.650808 -2.11202 0.264672 1.73811 0.680288 -0.819899 0.882838 1.18855 -0.105237 -3.24538 0.663071 -0.688029 -0.416258 1.27283 0.751797 0.951397 -1.08362 0.548101 -0.0332836 -0.411748 0.837158 1.72834 0.470906 0.216963 -141.915 -1384.362 -1526.277
32250 0.714453 3.46179 -1.49337 1.86137 1.784 2.72214 -2.96348 0.370947 0.14838 0.508029 0.478785 0.568749 0.295835 0.724222 2.05121 1.81322 1.10371 1.10206 -1.9234 0.177339 -0.73831 -1.16761 -2.4305 0.293674 0.387391 0.66195 -0.689082 1.13154 -0.921248 -0.134432 0.537175 -0.0777354 -1.62287 0.0170015 -0.743323 -1.50112 -0.57207 -0.252079 0.982259 0.399846 1.82096 1.45785 -0.248265 0.498576 -0.61438 2.60151 0.367089 0.222787 0.307632 0.63051 -1.1627 0.175877 2.42431 -2.54333 -0.611962 -1.0209 -0.510031 0.134734 0.0259273 0.322276 -1.42924 -0.843257 0.686995 -3.04219 -1.33783 0.937305 1.47139 1.43023 1.93376 -0.89909 0.842723 2.00746 0.391162 -1.36876 0.432124 -0.212938 -0.435808 1.18018 0.68415 0.965464 -1.10957 0.799272 -0.555402 -0.607659 0.566104 0.612874 0.0429912 0.272595 -142.5034 -1381.548 -1524.051
37850 0.321119 3.66107 -1.50359 1.51079 2.15132 3.30173 -2.60589 0.37266 0.126713 0.385066 0.750175 0.0531966 0.403975 0.801426 1.81061 1.82469 1.10013 1.10267 -2.95962 0.00593253 -0.750306 -1.13602 1.1363 -0.486552 -0.219584 0.715802 -0.451647 1.67903 -0.713928 -1.10048 0.635464 -0.313908 -0.661083 0.447381 -1.12269 -0.498259 -0.721899 0.206545 0.718297 0.0084673 -0.556045 1.84353 -0.358574 -0.790908 1.61185 2.25843 0.837879 1.76015 0.250664 0.233602 -0.471809 -0.835476 1.58058 -0.737178 2.54135 -1.38664 0.590104 -0.345767 -1.65073 -0.185415 -0.368714 -1.29815 1.05316 -1.51494 -0.374169 -0.572652 0.622731 1.77644 1.29588 -1.11117 0.896235 0.796726 0.420307 -1.81909 1.43468 -0.212241 -0.454743 1.31807 0.3146 -1.54912 -2.00291 0.542461 -0.951815 -0.765484 0.230866 1.12775 -0.417407 -0.407603 -142.1087 -1381.88 -1523.988
31900 0.229717 6.55712 -1.58999 1.48906 2.26963 3.87579 -2.90119 0.459553 0.35627 0.388952 0.4764 0.149431 0.104824 0.448994 1.85619 1.84721 1.10057 1.10779 -2.52647 -0.174166 -0.279248 -1.95955 1.30382 2.17745 0.688987 1.04652 0.208305 1.76902 -0.859616 -1.17237 -0.310763 0.418769 -0.353265 -0.885 -0.747059 -0.702531 -0.416701 -0.795255 1.67573 0.603065 -1.43022 2.36905 -0.0522302 1.40015 1.21438 2.84986 0.281687 -0.424868 0.311981 -0.027483 -1.82492 -0.8645 3.45618 -0.879529 -0.0374615 -1.26267 0.262158 0.21353 0.0464326 0.695953 0.10465 0.517851 1.25858 -1.7554 0.33757 -1.16504 1.52136 0.877572 -2.63783 -0.819523 0.548576 0.240714 -0.367964 -1.60301 1.44339 2.54536 -0.301377 1.95348 -1.07177 -0.137455 -2.21977 1.03989 -1.10619 -0.410827 0.773243 0.056216 1.01021 -0.532455 -151.3686 -1400.23 -1551.599
29050 0.453306 3.03911 -1.6901 1.48291 1.73102 3.42395 -3.10344 0.493257 0.10356 0.3086 0.62038 0.534488 0.0857604 0.783982 2.02737 1.85234 1.10118 1.11183 -2.00225 -1.15289 -0.492948 -1.03871 -1.57127 1.37454 0.582695 1.0807 -1.29967 2.37132 -0.461602 1.18526 -1.32148 0.898318 -0.427157 -0.874407 -0.77469 -0.47302 -0.600426 1.0084 1.42456 1.16814 0.613196 2.49114 0.482251 1.05261 -0.560254 2.66116 0.972647 0.115681 0.844816 0.834695 -0.0759459 -0.258739 2.40567 -2.0281 -0.332827 -1.1389 -0.246417 0.204372 -1.54321 0.651156 0.23174 0.275507 1.7327 -0.984243 -2.30236 -1.77926 1.35003 1.6912 0.38168 -0.832743 1.31998 1.47981 -0.04142 -1.40369 0.879578 1.33114 0.0562707 1.65685 0.618097 -0.925073 -2.35541 0.578452 -0.703063 -0.425643 0.6674 1.67345 0.598907 0.359509 -151.09 -1383.047 -1534.137
32450 0.449674 2.80097 -1.89787 1.24361 1.71625 3.04852 -2.22478 0.414077 0.0456577 0.486917 0.600738 0.168837 0.113339 0.453349 1.87271 2.12655 1.10623 1.11878 -3.30755 -0.659591 0.11299 -1.25035 -1.00198 -2.08276 -0.574139 0.331205 0.270164 1.97689 -0.551658 -0.75364 -1.23149 -0.974838 -0.530282 1.19271 -0.0171863 -0.0862492 0.499787 -1.8973 0.147998 0.151412 1.35577 2.5512 0.0624155 -0.296351 -0.460702 0.910844 -0.346826 -0.287772 1.14517 0.482624 1.49864 0.793227 2.12812 -0.934427 0.0498754 -0.211026 1.18948 0.167422 -2.18882 -1.31146 -1.00627 1.65658 1.74071 -1.48354 0.139392 1.43387 -2.6238 1.54759 -0.199787 -0.103704 1.46536 1.04818 0.747382 -3.63454 0.819001 -0.27014 0.386468 1.82716 1.57178 -0.447916 -2.29483 1.01605 0.27303 0.102042 1.20504 -1.90511 -0.724213 -1.09316 -149.1161 -1397.409 -1546.525
34700 0.634542 3.67099 -1.4398 1.45584 1.93154 2.69242 -2.63508 0.320331 0.0771721 0.372402 0.467764 0.15691 0.0229809 0.574078 2.03413 1.98384 1.10392 1.12464 -2.70032 -0.521382 -1.07822 -0.653266 -2.24771 -0.0291703 0.448448 0.86188 -1.12429 1.37106 -0.389647 -0.0251493 0.314983 0.456725 0.109458 0.147646 -1.17891 0.388795 -0.571388 1.46923 0.932716 0.932311 1.11389 1.63463 0.392988 -0.473611 1.03485 2.10972 -0.287956 -0.058079 0.0210424 0.470756 -1.21517 -0.116201 2.28554 -2.36602 0.178092 -1.67228 0.738101 -0.857079 0.748336 0.0839524 -0.479101 -0.394436 0.822312 -1.73797 -0.67363 0.991517 1.13783 2.68593 0.333454 -1.35737 1.97987 1.79849 0.455706 -2.5547 0.248751 1.34126 -0.850264 1.68484 0.68922 0.90327 -1.87453 -0.758221 0.497711 -1.1484 0.325573 0.452639 1.82955 -0.125003 -137.6126 -1399.767 -1537.38
40200 0.294275 3.23142 -1.61144 1.47512 2.04008 3.68052 -2.44787 0.570904 0.152359 0.444409 0.443414 0.109049 0.424626 0.705555 1.7793 1.80621 1.10606 1.10624 -2.0538 1.72121 -0.492987 -2.14427 -0.861983 -0.176443 -0.337919 0.567627 0.293121 1.39314 -1.02079 -1.10566 -0.282234 -0.0079911 0.112556 0.499366 -0.617391 -0.0649677 -0.417558 -1.45891 0.41341 1.29913 -1.18301 1.5917 -0.0636962 -0.0510999 -0.871068 2.15027 0.255889 1.16623 0.403003 0.167296 0.787707 0.138648 1.49711 -0.290571 0.908265 -0.880544 1.45023 -0.102566 0.052582 -0.467704 0.193844 0.33198 1.15946 -1.64845 -2.4636 1.0165 -0.340194 2.17776 0.679242 -0.688186 1.92124 0.926562 -0.907843 -2.77293 1.27493 0.46229 -0.0768591 2.79128 -0.806591 1.33885 -2.52974 1.61098 -0.60427 -0.491651 1.91137 0.614 -2.14547 -0.486922 -147.7991 -1389.888 -1537.687
35000 1.09477 2.42346 -1.45047 2.04129 1.7166 2.34225 -2.41168 0.537891 0.279362 0.326347 0.449263 0.405465 0.256372 0.547619 2.37909 1.71769 1.10255 1.10283 -2.55721 -0.488903 -0.896028 -1.60384 -2.88051 1.69285 -0.726323 0.728834 -0.0295132 1.5806 -0.630889 -2.08862 0.0590092 0.0924036 -0.31788 -1.11509 -1.33326 -0.487734 -1.24544 0.69929 0.386863 0.382778 -0.947212 2.17013 0.197567 -0.475977 -0.149843 2.17557 -0.0376302 0.615814 -0.0421814 0.177395 -0.210825 1.36102 2.29154 -1.86225 0.377886 -1.77462 -0.272879 -0.851279 -0.0495199 -0.460477 -0.959379 0.463343 1.25658 -2.94968 -2.0232 1.20494 -0.108489 0.303419 0.920998 -1.58518 -0.656884 1.63641 -1.84148 -2.86029 -0.380997 -0.626987 -0.630851 1.13825 1.48333 0.892796 -3.35366 0.353929 0.584519 -0.930886 1.12678 -0.0632631 0.118118 -1.23355 -151.2133 -1395.325 -1546.538
44050 0.289764 2.26911 -1.73082 1.19644 1.6837 2.76122 -2.83564 0.603895 0.196812 0.421766 0.499259 0.121302 0.0868174 0.565933 1.89342 2.00488 1.1026 1.12952 -1.10039 -0.922439 -0.328349 -0.636321 -0.260249 0.965048 0.315494 0.633917 -0.0813093 1.85996 -0.416953 0.639598 -0.440549 0.169731 0.400712 -1.02202 -0.607619 0.39556 -0.619527 -1.76137 1.2779 0.792836 -0.160649 2.30878 0.53514 0.892549 0.494207 2.64027 0.329182 0.824443 0.731955 0.756941 0.307064 -0.954244 2.30767 -0.0318646 0.262572 -0.761896 1.72749 -0.655921 -0.680049 0.180819 -0.114733 -0.569328 1.66432 -1.48714 0.0591877 0.763595 -0.584281 2.30057 -1.12562 -0.546165 2.73263 -0.980196 -1.93944 -2.34106 0.778177 -1.24559 0.0959381 2.48173 1.65713 -0.693356 -1.50016 0.293743 0.164378 -0.215976 0.704318 1.55127 -0.174632 0.122617 -136.8778 -1397.228 -1534.106
40300 0.439285 3.85528 -1.59661 1.82185 1.94184 2.85538 -2.57473 0.43234 0.120918 0.376425 0.604898 0.0754193 0.103261 0.635582 1.7566 2.00048 1.10124 1.10228 -2.72518 -0.0840321 -1.03105 -2.29282 -2.15301 0.44266 0.568121 0.43376 1.49799 1.84776 -1.29378 -0.828461 -1.22383 -0.660112 -0.180078 -1.92932 -0.786567 -0.737544 -1.06681 -0.512591 0.62271 1.49996 0.242436 1.8852 -0.225861 -0.303792 0.404369 2.18722 -0.201656 -1.02986 0.238871 -0.70357 1.11789 0.0985205 1.97057 -1.38588 0.305521 -1.09948 -0.154534 1.13278 1.22691 -0.0735568 -0.370547 -0.883685 1.34851 -2.05706 -0.921008 1.61308 1.30178 2.59545 -0.419771 -1.07969 1.03784 -0.232311 0.249822 -2.07791 0.600794 -0.711356 -0.304451 0.896986 -0.947278 0.43289 -1.2531 0.928855 0.0362675 -0.482291 0.469324 1.0394 -0.578567 -0.2415 -139.277 -1399.352 -1538.629
44300 0.0814347 3.78682 -1.50296 1.38383 1.98953 2.5772 -2.61816 0.393391 0.107576 0.347718 0.448998 0.426513 0.339488 0.768402 2.29397 2.08719 1.10721 1.10855 -2.67343 0.529539 -0.902424 -2.02778 -0.0200112 1.01838 0.00149287 1.90197 -1.19119 1.7581 -0.74095 -0.472998 0.262399 -0.726644 -0.154869 -0.606572 -1.20756 -1.05293 0.531196 1.29798 0.816646 1.07191 2.47939 2.36912 0.0522233 0.860737 0.242841 1.86208 0.286093 1.29977 0.274686 -0.0457452 0.0218866 0.78566 1.64155 -0.725271 -0.827619 -1.29427 0.967296 0.698776 2.38623 -0.175339 0.0982452 0.500503 1.15582 -2.48112 0.213191 0.122375 0.228661 1.39638 -2.71298 -1.2554 0.358105 2.96133 0.45078 -2.71808 0.797348 -1.4583 -0.496596 1.73758 2.63293 0.569029 -1.40824 1.36322 -1.21878 -0.708166 0.938347 2.13864 -0.959955 -0.494912 -156.6949 -1393.396 -1550.091
29350 0.413879 3.26209 -1.61292 1.42438 1.96672 1.99228 -3.10067 0.427247 0.401115 0.337957 0.422267 0.516651 0.541852 0.837681 2.06241 1.74634 1.10645 1.10222 -3.25093 -0.0858618 -0.4339 -2.1949 0.526876 1.53121 0.197647 0.368521 2.45586 2.10543 -1.15571 -0.931004 0.758226 -0.873669 0.193905 -0.382855 -0.960407 -0.190016 -1.39429 -1.2406 1.08981 1.06323 -1.31436 2.54609 0.458679 1.26698 -1.08972 2.85371 0.425535 -0.109255 0.459125 0.140128 -1.78582 0.0973223 2.21417 -1.27349 -0.136129 -1.30948 0.658949 0.639611 0.0838374 0.530195 0.337913 0.533998 1.40918 -1.69921 -0.505276 1.72188 1.06805 2.25875 2.04407 -1.02707 0.838248 2.40111 -0.38425 -0.850348 1.014 -0.746606 -0.203894 2.28541 1.23374 -0.586486 -1.14305 0.940165 2.78964 -0.496138 1.58463 0.313837 1.16973 0.360709 -162.2803 -1382.565 -1544.846
44250 0.658388 4.29717 -1.46505 1.70119 2.11769 2.62103 -2.7038 0.60643 0.00763837 0.312613 0.479722 0.518805 0.177876 0.730846 1.76601 2.15029 1.108 1.11274 -2.59758 0.266521 -0.867471 -2.28948 -0.382244 -0.611123 -0.35211 0.750558 2.13272 1.52229 -0.700558 -2.28452 -1.36819 0.185949 -0.784384 0.83148 -1.56 -1.11491 1.11397 -1.11788 1.04237 0.526563 -0.564537 2.16726 0.0311836 0.183917 -0.573039 2.24738 -0.411805 -1.78702 0.320287 -0.257402 -0.1795 0.704345 1.87931 -0.776512 0.71892 -1.9579 0.568653 0.347264 -0.510965 0.10402 -0.816705 -1.43044 0.996517 -2.73105 -2.13623 1.28976 0.651337 0.637494 0.190967 -1.43513 0.863412 1.19157 0.530687 -1.76033 0.0669562 0.843235 -0.826953 1.22257 -0.354992 -0.679948 -2.07199 -0.0935475 0.356272 -1.10408 0.125121 -0.214889 -0.974346 -0.239309 -146.957 -1389.912 -1536.869
41250 0.190943 3.47017 -1.46202 1.26758 2.12626 3.99022 -2.86263 0.379295 0.174636 0.323442 0.445319 0.320486 0.18449 0.748563 2.32265 1.95804 1.10352 1.10989 -2.14317 -1.56356 -0.954988 -0.908209 0.357801 0.609635 -0.102071 1.29275 -0.953909 1.63731 -0.248952 -1.66023 -0.373925 0.876398 -0.214527 -0.0115161 -1.30233 0.0149898 0.0670289 0.712623 0.928692 1.39354 1.22654 2.18654 0.438008 -1.60197 1.26184 2.64467 -0.36644 -0.766 0.111011 -0.609891 0.00837382 -1.42005 2.15349 -0.592299 -0.264522 -1.74072 1.27882 0.39218 0.547799 0.0920081 1.43294 0.250976 1.07012 -0.501873 -1.51137 0.814613 1.20408 1.71126 -1.80785 -1.38359 1.37368 0.692481 0.140614 -2.061 0.381926 -0.44055 -0.841284 1.38408 -0.551095 0.0478532 -1.09716 0.894831 -0.157201 -1.10043 0.881369 0.866996 -1.66135 -0.116971 -139.0367 -1401.614 -1540.651
28250 0.329192 2.33187 -1.71701 1.46615 1.73126 3.67172 -2.65656 0.439015 0.0467448 0.392882 0.371706 0.570607 0.00235715 0.675752 1.80991 1.64511 1.11137 1.10553 -1.76187 -0.774268 -0.214952 -0.921823 0.119667 -0.0396033 0.502824 0.977116 -0.730534 2.11793 -0.544732 0.801252 -1.0235 -1.38099 0.465471 -1.32708 -0.60609 -0.190199 -0.527912 -2.06398 0.701602 1.27704 -0.467496 2.29758 0.349127 1.0095 -1.5417 2.31694 0.448321 0.89753 0.737865 0.555558 -1.16348 -0.816088 1.89424 -1.0638 -1.20757 -0.758445 0.664385 -0.6289 -0.335519 0.0371827 1.33858 -0.616558 1.45444 -1.14431 -2.31841 -0.569729 0.530069 1.51095 -0.876723 -0.599893 0.320366 2.63667 -0.040675 -1.61962 0.334963 -0.888108 -0.027619 1.09425 1.90662 0.578432 -1.99964 1.04041 -2.1489 -0.338115 1.11733 0.635822 2.66077 -0.132951 -143.9192 -1401.759 -1545.678
46350 0.45607 2.0967 -1.70146 1.65352 1.3143 3.2069 -2.47051 0.356372 0.0431485 0.599779 0.544963 0.365381 0.239486 0.776447 1.93375 2.06818 1.10832 1.10309 -3.05734 -1.10012 -0.194332 -1.78876 0.916597 -1.5768 -0.512846 0.589457 -1.08785 1.40461 -1.27459 0.926787 0.209137 -1.58802 0.345515 0.873994 -0.384877 -0.284758 0.214245 -0.245558 0.489433 -0.0640881 0.212318 1.63348 -0.969063 0.687544 -1.08619 1.97072 0.229818 -0.730305 0.556293 -0.00737774 0.729939 -1.50305 1.47323 -1.41307 0.554397 -0.486811 0.198051 0.810065 -0.192034 -0.657532 -0.694842 -0.593015 0.931979 -2.4119 -0.673855 -0.187764 0.129539 2.41527 -0.974729 -0.36472 0.915708 1.58965 0.679541 -2.42185 0.505142 -2.66554 0.0602324 1.07854 1.43041 -0.398731 -2.07542 0.900118 -2.41444 -0.137221 0.407358 1.74294 0.260116 -0.796059 -145.733 -1388.828 -1534.561
39550 0.290522 5.02713 -1.57921 1.59147 2.08701 4.55366 -2.29768 0.57226 0.0548581 0.42317 0.582606 0.320047 0.00533854 0.599406 1.81585 1.96692 1.10439 1.10875 -1.36889 -1.79665 -0.540538 -1.08195 -1.32461 1.1778 -0.837744 0.19429 -0.660622 1.681 -1.3206 -0.219059 -1.32656 -2.14303 -0.400968 2.25181 -0.755016 -0.790711 -0.372626 0.864443 0.291097 0.544665 1.03164 2.10997 -0.0321922 -0.378443 0.790024 1.59121 0.0340103 -0.905936 0.456283 -0.101599 1.26878 0.142296 1.6491 -1.23088 -0.206763 -0.956414 -0.0157223 0.512629 -0.233858 -0.86936 -0.0458326 -0.899955 1.13681 -1.68964 0.619076 -0.791522 0.493022 1.60543 0.665995 -0.755805 1.40169 2.31603 -0.787828 -2.3687 1.15488 0.965535 -0.455503 1.56805 -0.100817 -1.41451 -1.99373 1.06848 0.249583 -0.492873 1.09149 -0.082887 -0.161415 -0.751409 -141.9983 -1389.464 -1531.462
