Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	Ccpt	25.1		0.00142624
1_1	1	Ccpt	25.2		0.00139071
1_1	1	Ccpt	25.3		0.00135606
1_1	1	Ccpt	25.4		0.00132227
1_1	1	Ccpt	25.5		0.00128933
1_1	1	Ccpt	25.6		0.00125721
1_1	1	Ccpt	25.7		0.00122589
1_1	1	Ccpt	25.8		0.00119534
1_1	1	Ccpt	25.9		0.00116556
1_1	1	Ccpt	26		0.00113652
1_1	1	Ccpt	26.1		0.00110821
1_1	1	Ccpt	26.2		0.0010806
1_1	1	Ccpt	26.3		0.00105368
1_1	1	Ccpt	26.4		0.00102743
1_1	1	Ccpt	26.5		0.00100183
1_1	1	Ccpt	26.6		0.00097687
1_1	1	Ccpt	26.7		0.000952532
1_1	1	Ccpt	26.8		0.000928801
1_1	1	Ccpt	26.9		0.000905661
1_1	1	Ccpt	27		0.000883097
1_1	1	Ccpt	27.1		0.000861096
1_1	1	Ccpt	27.2		0.000839643
1_1	1	Ccpt	27.3		0.000818724
1_1	1	Ccpt	27.4		0.000798326
1_1	1	Ccpt	27.5		0.000778437
1_1	1	Ccpt	27.6		0.000759043
1_1	1	Ccpt	27.7		0.000740132
1_1	1	Ccpt	27.8		0.000721693
1_1	1	Ccpt	27.9		0.000703712
1_1	1	Ccpt	28		0.00068618
1_1	1	Ccpt	28.1		0.000669085
1_1	1	Ccpt	28.2		0.000652415
1_1	1	Ccpt	28.3		0.000636161
1_1	1	Ccpt	28.4		0.000620312
1_1	1	Ccpt	28.5		0.000604857
1_1	1	Ccpt	28.6		0.000589788
1_1	1	Ccpt	28.7		0.000575094
1_1	1	Ccpt	28.8		0.000560766
1_1	1	Ccpt	28.9		0.000546795
1_1	1	Ccpt	29		0.000533173
1_1	1	Ccpt	29.1		0.000519889
1_1	1	Ccpt	29.2		0.000506937
1_1	1	Ccpt	29.3		0.000494307
1_1	1	Ccpt	29.4		0.000481992
1_1	1	Ccpt	29.5		0.000469984
1_1	1	Ccpt	29.6		0.000458274
1_1	1	Ccpt	29.7		0.000446857
1_1	1	Ccpt	29.8		0.000435724
1_1	1	Ccpt	29.9		0.000424869
1_1	1	Ccpt	30		0.000414283
1_1	1	Ccpt	30.1		0.000403962
1_1	1	Ccpt	30.2		0.000393898
1_1	1	Ccpt	30.3		0.000384084
1_1	1	Ccpt	30.4		0.000374515
1_1	1	Ccpt	30.5		0.000365184
1_1	1	Ccpt	30.6		0.000356086
1_1	1	Ccpt	30.7		0.000347215
1_1	1	Ccpt	30.8		0.000338564
1_1	1	Ccpt	30.9		0.000330129
1_1	1	Ccpt	31		0.000321905
1_1	1	Ccpt	31.1		0.000313885
1_1	1	Ccpt	31.2		0.000306065
1_1	1	Ccpt	31.3		0.000298439
1_1	1	Ccpt	31.4		0.000291004
1_1	1	Ccpt	31.5		0.000283754
1_1	1	Ccpt	31.6		0.000276685
1_1	1	Ccpt	31.7		0.000269791
1_1	1	Ccpt	31.8		0.00026307
1_1	1	Ccpt	31.9		0.000256516
1_1	1	Ccpt	32		0.000250125
1_1	1	Ccpt	32.1		0.000243893
1_1	1	Ccpt	32.2		0.000237817
1_1	1	Ccpt	32.3		0.000231892
1_1	1	Ccpt	32.4		0.000226115
1_1	1	Ccpt	32.5		0.000220481
1_1	1	Ccpt	32.6		0.000214988
1_1	1	Ccpt	32.7		0.000209632
1_1	1	Ccpt	32.8		0.000204409
1_1	1	Ccpt	32.9		0.000199317
1_1	1	Ccpt	33		0.000194351
1_1	1	Ccpt	33.1		0.000189509
1_1	1	Ccpt	33.2		0.000184787
1_1	1	Ccpt	33.3		0.000180184
1_1	1	Ccpt	33.4		0.000175695
1_1	1	Ccpt	33.5		0.000171317
1_1	1	Ccpt	33.6		0.000167049
1_1	1	Ccpt	33.7		0.000162887
1_1	1	Ccpt	33.8		0.000158829
1_1	1	Ccpt	33.9		0.000154872
1_1	1	Ccpt	34		0.000151014
1_1	1	Ccpt	34.1		0.000147251
1_1	1	Ccpt	34.2		0.000143583
1_1	1	Ccpt	34.3		0.000140005
1_1	1	Ccpt	34.4		0.000136517
1_1	1	Ccpt	34.5		0.000133116
1_1	1	Ccpt	34.6		0.0001298
1_1	1	Ccpt	34.7		0.000126566
1_1	1	Ccpt	34.8		0.000123413
1_1	1	Ccpt	34.9		0.000120338
1_1	1	Ccpt	35		0.00011734
1_1	1	Ccpt	35.1		0.000114417
1_1	1	Ccpt	35.2		0.000111566
1_1	1	Ccpt	35.3		0.000108786
1_1	1	Ccpt	35.4		0.000106076
1_1	1	Ccpt	35.5		0.000103433
1_1	1	Ccpt	35.6		0.000100856
1_1	1	Ccpt	35.7		9.83437e-005
1_1	1	Ccpt	35.8		9.58936e-005
1_1	1	Ccpt	35.9		9.35045e-005
1_1	1	Ccpt	36		9.11749e-005
1_1	1	Ccpt	36.1		8.89034e-005
1_1	1	Ccpt	36.2		8.66885e-005
1_1	1	Ccpt	36.3		8.45287e-005
1_1	1	Ccpt	36.4		8.24228e-005
1_1	1	Ccpt	36.5		8.03693e-005
1_1	1	Ccpt	36.6		7.8367e-005
1_1	1	Ccpt	36.7		7.64146e-005
1_1	1	Ccpt	36.8		7.45108e-005
1_1	1	Ccpt	36.9		7.26544e-005
1_1	1	Ccpt	37		7.08443e-005
1_1	1	Ccpt	37.1		6.90793e-005
1_1	1	Ccpt	37.2		6.73583e-005
1_1	1	Ccpt	37.3		6.56801e-005
1_1	1	Ccpt	37.4		6.40438e-005
1_1	1	Ccpt	37.5		6.24482e-005
1_1	1	Ccpt	37.6		6.08924e-005
1_1	1	Ccpt	37.7		5.93753e-005
1_1	1	Ccpt	37.8		5.7896e-005
1_1	1	Ccpt	37.9		5.64536e-005
1_1	1	Ccpt	38		5.50471e-005
1_1	1	Ccpt	38.1		5.36757e-005
1_1	1	Ccpt	38.2		5.23384e-005
1_1	1	Ccpt	38.3		5.10345e-005
1_1	1	Ccpt	38.4		4.9763e-005
1_1	1	Ccpt	38.5		4.85232e-005
1_1	1	Ccpt	38.6		4.73143e-005
1_1	1	Ccpt	38.7		4.61355e-005
1_1	1	Ccpt	38.8		4.49861e-005
1_1	1	Ccpt	38.9		4.38653e-005
1_1	1	Ccpt	39		4.27725e-005
1_1	1	Ccpt	39.1		4.17068e-005
1_1	1	Ccpt	39.2		4.06678e-005
1_1	1	Ccpt	39.3		3.96546e-005
1_1	1	Ccpt	39.4		3.86666e-005
1_1	1	Ccpt	39.5		3.77033e-005
1_1	1	Ccpt	39.6		3.6764e-005
1_1	1	Ccpt	39.7		3.5848e-005
1_1	1	Ccpt	39.8		3.49549e-005
1_1	1	Ccpt	39.9		3.4084e-005
1_1	1	Ccpt	40		3.32349e-005
1_1	1	Ccpt	40.1		3.24069e-005
1_1	1	Ccpt	40.2		3.15995e-005
1_1	1	Ccpt	40.3		3.08122e-005
1_1	1	Ccpt	40.4		3.00446e-005
1_1	1	Ccpt	40.5		2.9296e-005
1_1	1	Ccpt	40.6		2.85661e-005
1_1	1	Ccpt	40.7		2.78544e-005
1_1	1	Ccpt	40.8		2.71604e-005
1_1	1	Ccpt	40.9		2.64837e-005
1_1	1	Ccpt	41		2.58239e-005
1_1	1	Ccpt	41.1		2.51805e-005
1_1	1	Ccpt	41.2		2.45531e-005
1_1	1	Ccpt	41.3		2.39414e-005
1_1	1	Ccpt	41.4		2.33449e-005
1_1	1	Ccpt	41.5		2.27632e-005
1_1	1	Ccpt	41.6		2.21961e-005
1_1	1	Ccpt	41.7		2.16431e-005
1_1	1	Ccpt	41.8		2.11039e-005
1_1	1	Ccpt	41.9		2.0578e-005
1_1	1	Ccpt	42		2.00653e-005
1_1	1	Ccpt	42.1		1.95654e-005
1_1	1	Ccpt	42.2		1.9078e-005
1_1	1	Ccpt	42.3		1.86026e-005
1_1	1	Ccpt	42.4		1.81391e-005
1_1	1	Ccpt	42.5		1.76872e-005
1_1	1	Ccpt	42.6		1.72465e-005
1_1	1	Ccpt	42.7		1.68168e-005
1_1	1	Ccpt	42.8		1.63978e-005
1_1	1	Ccpt	42.9		1.59893e-005
1_1	1	Ccpt	43		1.5591e-005
1_1	1	Ccpt	43.1		1.52025e-005
1_1	1	Ccpt	43.2		1.48238e-005
1_1	1	Ccpt	43.3		1.44545e-005
1_1	1	Ccpt	43.4		1.40943e-005
1_1	1	Ccpt	43.5		1.37432e-005
1_1	1	Ccpt	43.6		1.34008e-005
1_1	1	Ccpt	43.7		1.30669e-005
1_1	1	Ccpt	43.8		1.27414e-005
1_1	1	Ccpt	43.9		1.24239e-005
1_1	1	Ccpt	44		1.21144e-005
1_1	1	Ccpt	44.1		1.18126e-005
1_1	1	Ccpt	44.2		1.15183e-005
1_1	1	Ccpt	44.3		1.12313e-005
1_1	1	Ccpt	44.4		1.09515e-005
1_1	1	Ccpt	44.5		1.06787e-005
1_1	1	Ccpt	44.6		1.04126e-005
1_1	1	Ccpt	44.7		1.01532e-005
1_1	1	Ccpt	44.8		9.90025e-006
1_1	1	Ccpt	44.9		9.65359e-006
1_1	1	Ccpt	45		9.41309e-006
1_1	1	Ccpt	45.1		9.17857e-006
1_1	1	Ccpt	45.2		8.9499e-006
1_1	1	Ccpt	45.3		8.72692e-006
1_1	1	Ccpt	45.4		8.5095e-006
1_1	1	Ccpt	45.5		8.29749e-006
1_1	1	Ccpt	45.6		8.09077e-006
1_1	1	Ccpt	45.7		7.8892e-006
1_1	1	Ccpt	45.8		7.69265e-006
1_1	1	Ccpt	45.9		7.50099e-006
1_1	1	Ccpt	46		7.31411e-006
1_1	1	Ccpt	46.1		7.13189e-006
1_1	1	Ccpt	46.2		6.95421e-006
1_1	1	Ccpt	46.3		6.78095e-006
1_1	1	Ccpt	46.4		6.61201e-006
1_1	1	Ccpt	46.5		6.44728e-006
1_1	1	Ccpt	46.6		6.28665e-006
1_1	1	Ccpt	46.7		6.13003e-006
1_1	1	Ccpt	46.8		5.9773e-006
1_1	1	Ccpt	46.9		5.82839e-006
1_1	1	Ccpt	47		5.68318e-006
1_1	1	Ccpt	47.1		5.54159e-006
1_1	1	Ccpt	47.2		5.40353e-006
1_1	1	Ccpt	47.3		5.2689e-006
1_1	1	Ccpt	47.4		5.13763e-006
1_1	1	Ccpt	47.5		5.00964e-006
1_1	1	Ccpt	47.6		4.88483e-006
1_1	1	Ccpt	47.7		4.76313e-006
1_1	1	Ccpt	47.8		4.64446e-006
1_1	1	Ccpt	47.9		4.52875e-006
1_1	1	Ccpt	48		4.41592e-006

1_1	1	Ctot	0		0
1_1	1	Ctot	0.1		0.681345
1_1	1	Ctot	0.2		0.86361
1_1	1	Ctot	0.3		0.900382
1_1	1	Ctot	0.4		0.895001
1_1	1	Ctot	0.5		0.877689
1_1	1	Ctot	0.6		0.85728
1_1	1	Ctot	0.7		0.836349
1_1	1	Ctot	0.8		0.815636
1_1	1	Ctot	0.9		0.795352
1_1	1	Ctot	1		0.775548
1_1	1	Ctot	1.1		0.756229
1_1	1	Ctot	1.2		0.737389
1_1	1	Ctot	1.3		0.719018
1_1	1	Ctot	1.4		0.701105
1_1	1	Ctot	1.5		0.683637
1_1	1	Ctot	1.6		0.666605
1_1	1	Ctot	1.7		0.649998
1_1	1	Ctot	1.8		0.633804
1_1	1	Ctot	1.9		0.618013
1_1	1	Ctot	2		0.602615
1_1	1	Ctot	2.1		0.587602
1_1	1	Ctot	2.2		0.572962
1_1	1	Ctot	2.3		0.558687
1_1	1	Ctot	2.4		0.544767
1_1	1	Ctot	2.5		0.531194
1_1	1	Ctot	2.6		0.51796
1_1	1	Ctot	2.7		0.505055
1_1	1	Ctot	2.8		0.492472
1_1	1	Ctot	2.9		0.480202
1_1	1	Ctot	3		0.468238
1_1	1	Ctot	3.1		0.456572
1_1	1	Ctot	3.2		0.445197
1_1	1	Ctot	3.3		0.434105
1_1	1	Ctot	3.4		0.423289
1_1	1	Ctot	3.5		0.412743
1_1	1	Ctot	3.6		0.402459
1_1	1	Ctot	3.7		0.392432
1_1	1	Ctot	3.8		0.382655
1_1	1	Ctot	3.9		0.37312
1_1	1	Ctot	4		0.363824
1_1	1	Ctot	4.1		0.35476
1_1	1	Ctot	4.2		0.345921
1_1	1	Ctot	4.3		0.337302
1_1	1	Ctot	4.4		0.328898
1_1	1	Ctot	4.5		0.320704
1_1	1	Ctot	4.6		0.312714
1_1	1	Ctot	4.7		0.304923
1_1	1	Ctot	4.8		0.297326
1_1	1	Ctot	4.9		0.289918
1_1	1	Ctot	5		0.282695
1_1	1	Ctot	5.1		0.275652
1_1	1	Ctot	5.2		0.268784
1_1	1	Ctot	5.3		0.262088
1_1	1	Ctot	5.4		0.255558
1_1	1	Ctot	5.5		0.249191
1_1	1	Ctot	5.6		0.242983
1_1	1	Ctot	5.7		0.236929
1_1	1	Ctot	5.8		0.231026
1_1	1	Ctot	5.9		0.22527
1_1	1	Ctot	6		0.219658
1_1	1	Ctot	6.1		0.214185
1_1	1	Ctot	6.2		0.208849
1_1	1	Ctot	6.3		0.203646
1_1	1	Ctot	6.4		0.198572
1_1	1	Ctot	6.5		0.193625
1_1	1	Ctot	6.6		0.188801
1_1	1	Ctot	6.7		0.184097
1_1	1	Ctot	6.8		0.179511
1_1	1	Ctot	6.9		0.175039
1_1	1	Ctot	7		0.170678
1_1	1	Ctot	7.1		0.166425
1_1	1	Ctot	7.2		0.162279
1_1	1	Ctot	7.3		0.158236
1_1	1	Ctot	7.4		0.154294
1_1	1	Ctot	7.5		0.15045
1_1	1	Ctot	7.6		0.146701
1_1	1	Ctot	7.7		0.143047
1_1	1	Ctot	7.8		0.139483
1_1	1	Ctot	7.9		0.136008
1_1	1	Ctot	8		0.132619
