Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	Ctot	9.4		0.108473
1_1	1	Ctot	9.5		0.105911
1_1	1	Ctot	9.6		0.10341
1_1	1	Ctot	9.7		0.100968
1_1	1	Ctot	9.8		0.0985832
1_1	1	Ctot	9.9		0.096255
1_1	1	Ctot	10		0.0939818
1_1	1	Ctot	10.1		0.0917623
1_1	1	Ctot	10.2		0.0895952
1_1	1	Ctot	10.3		0.0874793
1_1	1	Ctot	10.4		0.0854134
1_1	1	Ctot	10.5		0.0833962
1_1	1	Ctot	10.6		0.0814267
1_1	1	Ctot	10.7		0.0795037
1_1	1	Ctot	10.8		0.0776261
1_1	1	Ctot	10.9		0.0757929
1_1	1	Ctot	11		0.0740029
1_1	1	Ctot	11.1		0.0722553
1_1	1	Ctot	11.2		0.0705489
1_1	1	Ctot	11.3		0.0688828
1_1	1	Ctot	11.4		0.067256
1_1	1	Ctot	11.5		0.0656677
1_1	1	Ctot	11.6		0.0641169
1_1	1	Ctot	11.7		0.0626027
1_1	1	Ctot	11.8		0.0611242
1_1	1	Ctot	11.9		0.0596807
1_1	1	Ctot	12		0.0582713
1_1	1	Ctot	12.1		0.0568951
1_1	1	Ctot	12.2		0.0555515
1_1	1	Ctot	12.3		0.0542395
1_1	1	Ctot	12.4		0.0529586
1_1	1	Ctot	12.5		0.0517079
1_1	1	Ctot	12.6		0.0504868
1_1	1	Ctot	12.7		0.0492945
1_1	1	Ctot	12.8		0.0481303
1_1	1	Ctot	12.9		0.0469937
1_1	1	Ctot	13		0.0458839
1_1	1	Ctot	13.1		0.0448002
1_1	1	Ctot	13.2		0.0437422
1_1	1	Ctot	13.3		0.0427092
1_1	1	Ctot	13.4		0.0417006
1_1	1	Ctot	13.5		0.0407158
1_1	1	Ctot	13.6		0.0397542
1_1	1	Ctot	13.7		0.0388154
