iter	M_lnCltot(1)	M_lnClmet(1)	M_lnkufrac(1)	M_lnVdist(1)	M_lnVdistmet(1)	M_lnkgutabs(1)	M_lnFgluc(1)	SD_lnCltot(1)	SD_lnClmet(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	SD_lnkgutabs(1)	SD_lnFgluc(1)	GSD_Ccpt(1)	GSD_Ctot(1)	GSD_Qu(1)	GSD_Qu_tot(1)	lnCltot(1.1)	lnClmet(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnkgutabs(1.1)	lnFgluc(1.1)	lnCltot(1.2)	lnClmet(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnkgutabs(1.2)	lnFgluc(1.2)	lnCltot(1.3)	lnClmet(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnkgutabs(1.3)	lnFgluc(1.3)	lnCltot(1.4)	lnClmet(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnkgutabs(1.4)	lnFgluc(1.4)	lnCltot(1.5)	lnClmet(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnkgutabs(1.5)	lnFgluc(1.5)	lnCltot(1.6)	lnClmet(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnkgutabs(1.6)	lnFgluc(1.6)	lnCltot(1.7)	lnClmet(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnkgutabs(1.7)	lnFgluc(1.7)	lnCltot(1.8)	lnClmet(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnkgutabs(1.8)	lnFgluc(1.8)	lnCltot(1.9)	lnClmet(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnkgutabs(1.9)	lnFgluc(1.9)	lnCltot(1.10)	lnClmet(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	lnkgutabs(1.10)	lnFgluc(1.10)	LnPrior	LnData	LnPosterior
15100	0.471535	4.30148	-1.59552	1.81274	1.98303	3.71493	-2.71243	0.612711	0.250276	0.375091	0.524815	0.107554	0.237103	0.714632	2.06418	1.84957	1.10379	1.12387	-1.61825	-1.75819	-0.700115	-1.74054	0.690647	0.47827	0.19317	0.758536	1.22038	1.99553	-0.804415	0.308986	1.13812	-0.719981	-0.936519	0.00313593	-1.14792	-1.68492	-0.562125	-1.51092	1.05003	0.455236	-0.00705662	2.12878	-0.544468	0.363353	0.685911	2.04197	-0.512451	2.08518	0.563219	-0.661624	1.66971	0.089663	1.98561	-1.18284	0.0213509	-1.19644	-0.0887857	1.28823	1.66968	0.243329	0.0636106	0.586583	1.28459	-1.63484	-0.891391	0.611201	1.54132	2.08555	1.04421	-0.93995	0.644233	0.899715	2.72719	-1.98548	0.273478	-0.169352	-0.36469	0.721594	-0.78531	-0.0677979	-0.766367	0.408148	-1.74061	-0.490853	0.199174	0.5017	-0.757327	-0.515412	-1.438564e+002	-1.400276e+003	-1.544133e+003
15150	0.383029	3.74337	-1.60787	1.62254	2.32149	3.47606	-2.45775	0.473348	0.0351369	0.377647	0.485382	0.023054	0.0248207	0.646252	2.06157	1.79389	1.10833	1.11148	-1.67888	-0.944371	-0.892629	-1.80531	-0.613859	-0.247124	-0.496465	0.264524	-0.175457	1.83587	-1.7184	0.140555	0.555897	-0.549295	-0.948074	-0.885154	-0.807064	-1.2896	-0.940146	-0.914565	0.607303	0.594175	-0.595984	2.25175	-0.669584	-0.580705	0.046875	1.94471	-0.427121	-0.159074	0.362652	-0.663996	1.45261	0.533803	1.90488	-0.976828	0.380125	-1.13803	0.273488	0.839736	-0.646338	-0.215274	-0.742845	1.33483	1.27612	-2.81698	0.288283	-2.49966	0.902239	1.62207	-0.129056	-0.956274	1.43723	-0.11627	1.1365	-1.86949	0.299323	-0.124407	-0.0791092	0.797816	 2.33	0.874051	-2.00933	0.491497	0.669097	-0.519624	0.198073	-1.32272	-0.200681	-1.06505	-1.360592e+002	-1.396742e+003	-1.532802e+003
15200	0.385334	4.97597	-1.58705	1.77774	1.80435	3.64804	-2.75208	0.380124	0.0445747	0.333209	0.495361	0.0944108	0.00521553	0.802338	2.21349	2.12798	1.11014	1.10068	-1.9167	-1.27541	-0.58855	-1.26999	-2.7828	0.624811	-0.24675	0.757259	-0.633106	2.04888	-1.5989	0.154493	2.00367	-0.0935442	-0.996063	1.4295	-0.867108	-1.40204	0.382753	0.0273444	0.87979	0.452983	0.31889	2.44593	-0.97471	0.255247	-0.596303	1.80871	0.670856	-1.28287	0.74252	0.302386	-0.0386381	-0.0858712	1.68415	-1.62585	-0.96128	-1.18077	-0.0587205	0.169896	-2.75957	0.0607649	0.392464	-1.22954	1.6722	-1.8832	1.32478	-0.478105	0.184725	1.69097	1.38814	-1.1449	0.137063	0.873191	-0.757972	-1.39585	0.0238704	-0.993551	-0.355987	0.474749	1.90778	-0.316303	-1.51303	0.754566	0.0510145	-0.778148	0.304176	0.881411	0.516085	0.00656044	-1.419819e+002	-1.398715e+003	-1.540697e+003
15250	0.353455	5.10517	-1.61087	1.96005	1.8714	3.78057	-2.4783	0.314362	0.0653509	0.325016	0.523848	0.295155	0.0598145	0.626169	2.03181	2.14753	1.11306	1.10773	-2.37135	-0.349571	-0.754813	-1.83878	-2.42941	-1.09003	-0.378429	1.59483	2.92455	1.79236	-1.77007	-1.17332	-0.649501	0.29478	0.0556438	-0.147525	-1.08115	-0.929852	-1.31793	-0.685939	0.847129	-0.0529474	-1.15695	2.73026	-1.40839	1.09601	1.92042	2.48105	0.55755	-1.02457	0.764227	-0.258594	0.540291	-0.221749	1.88808	0.0255743	1.67155	-1.20937	0.49916	-0.189344	-0.0308094	-0.548299	-0.300293	-0.358024	1.2158	-2.78775	-1.52348	0.438627	0.870325	3.41044	0.196024	-0.97564	1.11419	0.212585	-0.736612	-3.29758	1.50932	-0.928895	-0.0574331	1.06125	-0.549749	-0.495803	-2.07235	0.753118	-0.302781	-0.645227	-0.335027	1.63859	1.57127	-0.237148	-1.576865e+002	-1.393294e+003	-1.550981e+003
15300	0.367788	5.14775	-1.56896	1.79852	1.70227	3.20102	-2.29114	0.43345	0.146788	0.288359	0.472693	0.208717	0.10868	0.592737	2.10773	1.84109	1.11143	1.12099	-1.62313	0.219265	-0.474781	-1.17812	-1.17012	-0.218372	-0.730431	0.339932	-0.873026	2.13442	-1.6966	-0.10925	-1.10482	-0.319705	-0.573158	-0.240926	-1.21641	-1.47874	-0.686797	-0.386552	0.405103	0.668554	-0.803253	2.84938	-0.757546	1.45954	0.396926	1.78978	0.064608	-0.21473	0.649692	-0.535716	-1.19757	-0.817532	1.45884	-0.864395	-1.03622	-1.79647	0.0370017	-0.835911	0.536922	-0.423114	0.0348039	-0.326752	1.49143	-2.50191	0.0759281	0.778365	-0.174696	1.67005	-1.17888	-1.51906	0.522312	1.47543	1.13584	-2.13885	0.764753	-1.01189	-0.49035	1.1751	0.810722	0.617364	-1.71464	0.786102	-0.62047	-0.918201	0.292858	0.18647	-1.024	-0.674579	-1.331559e+002	-1.397220e+003	-1.530376e+003
15350	0.449731	3.55343	-1.54044	1.78809	2.40099	3.44171	-2.4502	0.405222	0.193062	0.260126	0.529577	0.402598	0.366398	0.53561	1.8314	1.92662	1.10252	1.11992	-2.62473	-0.674698	-0.839197	-1.53357	-1.67241	-0.641565	0.174473	0.263941	-0.227266	2.1962	-1.59649	-1.25753	1.64842	0.794374	-0.5501	0.363424	-1.47025	-0.91871	-1.82714	-0.924446	0.807008	-0.298708	-0.539564	2.69976	-1.641	-0.716022	1.93405	2.21837	0.464141	-1.71152	0.397267	-0.142413	-1.88178	0.645842	1.83673	-0.928133	2.00641	-1.6428	0.393566	-1.65409	1.27692	-0.794695	0.43465	0.206397	1.5952	-1.96583	0.881212	-0.249792	-0.216208	2.61253	-1.07355	-1.6067	1.34233	0.332856	0.705006	-2.35852	1.37086	-0.424794	-0.496742	1.32345	-0.435988	-0.00710348	-1.96237	0.961415	-0.448485	-1.17804	0.271864	1.68303	0.477642	-0.877141	-1.528765e+002	-1.396122e+003	-1.548998e+003
15400	0.314777	3.08139	-1.54288	1.89255	1.65568	3.64499	-2.377	0.46058	0.156975	0.304154	0.613669	0.135481	0.0250392	0.546386	1.81316	2.06838	1.10402	1.10031	-2.00476	0.738481	-0.816819	-1.87777	-0.901147	-1.7036	-1.59307	-0.0640737	1.77348	1.81931	-1.96637	1.74361	1.27582	-0.264208	0.454328	0.868763	-1.25895	-0.720138	-0.584021	-1.52652	0.556052	-0.0636978	0.222945	2.47372	-1.52427	0.862043	1.18849	2.09055	0.352936	0.659103	0.435017	-0.299533	0.741128	0.306929	2.0918	-0.541073	-1.16115	-1.68691	0.0259739	0.809178	-0.36357	-0.226525	-0.195189	-1.29127	1.21576	-2.50813	-2.38438	0.642968	0.871389	2.84194	-0.305237	-1.36371	0.578045	1.70794	0.21835	-2.62905	1.23502	0.864165	-0.458237	1.10833	0.349135	-0.314471	-2.14761	0.733321	-0.802951	-0.733332	0.138206	0.92818	-0.212065	-0.429192	-1.472846e+002	-1.392096e+003	-1.539381e+003
15450	0.348266	2.64097	-1.50243	1.7027	1.85075	2.55123	-2.41129	0.402537	0.0423785	0.393495	0.548879	0.0177321	0.217139	0.730405	1.96303	1.95487	1.10654	1.12201	-3.01023	-0.966483	-0.532669	-1.85658	1.00878	0.731022	-0.50984	-0.157373	-1.13653	1.43427	-2.06895	-0.62289	-0.10218	-0.620394	0.747553	-0.871716	-1.18839	-0.333707	0.400204	-0.108848	0.447618	0.975768	-0.0592968	1.75815	-0.566191	-1.36311	-0.837101	2.05506	0.270112	0.180872	0.185707	-0.311749	1.73827	-0.663854	1.40965	-1.06784	0.932769	-1.25133	0.275733	-0.00251357	0.568963	-0.379413	-0.459002	1.0683	1.21008	-2.36877	0.911849	2.49322	0.756981	3.33546	0.412553	-1.11179	1.28315	-0.796953	1.3309	-1.86817	1.00779	-0.347824	-0.571746	0.878176	-0.862954	-1.68272	-1.46534	1.24824	-1.51315	-0.838967	0.755477	-0.554219	0.952108	-0.184494	-1.418696e+002	-1.395056e+003	-1.536925e+003
15500	0.292805	4.09485	-1.4451	1.66073	2.00543	2.67401	-2.86695	0.394725	0.127468	0.402823	0.544087	0.244318	0.0217536	0.640469	1.91914	1.79192	1.10449	1.11998	-2.79026	0.71534	-0.767926	-1.93966	-2.23357	0.0103903	-0.139689	1.28353	0.0821983	1.26308	-0.754152	-0.923992	0.289796	0.339123	-0.00712543	-0.509876	-1.3113	-0.688809	-1.56602	1.18277	1.30728	1.09154	-1.34039	1.74645	-0.0249952	-0.700132	1.60484	2.84686	-0.0603173	1.28294	0.229249	-0.0954384	-1.06455	1.07773	2.19204	-0.652208	-0.32797	-1.4828	0.308097	-0.9577	0.00470859	0.377207	-0.215807	-1.04988	0.876469	-2.47646	-1.75405	-0.984727	1.39563	2.63971	-0.767953	-1.23714	1.06581	0.521828	2.15239	-2.39719	0.0925562	0.0111073	-0.431239	0.945276	2.41284	0.174256	-1.94781	2.05554	-0.151993	-0.735616	1.31337	0.15081	0.178311	-0.504201	-1.490810e+002	-1.388737e+003	-1.537818e+003
15550	0.162003	2.67095	-1.5305	1.31261	2.07888	2.66394	-2.59641	0.358242	0.016072	0.416169	0.515907	0.199595	0.0575245	0.572461	2.0903	2.01984	1.10282	1.11881	-2.08399	0.0160615	-1.13929	-1.75771	-1.12069	-1.56177	-0.596218	1.86361	1.19852	1.42426	-0.203504	-0.377246	-0.831707	-0.0163891	-0.171744	0.50852	-0.944968	-0.346429	-2.24666	-0.60932	1.05631	0.67425	0.964662	1.65187	-0.504163	-0.855458	-1.19488	2.64856	0.522243	0.195814	0.263423	0.230688	-2.55929	-1.25716	2.31971	-1.23604	-0.832341	-1.08068	0.790563	-1.28114	-0.655272	-0.0689666	0.306976	-1.08112	1.17437	-1.7815	0.797728	-1.54625	-0.338167	2.22948	1.48018	-1.04439	1.63664	2.04476	-1.21362	-1.82554	1.29093	-0.014265	-0.404791	1.92447	1.11867	-0.987182	-1.59981	1.99765	0.23066	-0.709046	1.39851	1.09451	-0.113937	0.0765314	-1.438916e+002	-1.397638e+003	-1.541529e+003
15600	0.200248	4.72021	-1.53453	1.13031	2.18736	2.9022	-2.52403	0.435168	0.229145	0.384657	0.517228	0.154754	0.577096	0.814959	1.92194	1.96594	1.10372	1.10023	-2.50844	-0.176893	-0.556893	-1.04801	0.294456	-0.493282	-0.511996	1.47917	0.304986	1.61552	0.141291	1.21913	2.18647	-0.788467	0.541414	-0.10414	-1.03789	0.53846	-0.391856	-0.75827	0.370838	0.757867	-0.670145	1.8909	0.534678	-0.751178	-0.119606	1.95623	0.00442151	0.422402	0.398617	0.412182	-2.14978	-0.356736	1.65506	-1.4626	-0.296189	-1.30721	0.57248	1.38877	-0.178152	-0.166439	-0.0638782	-0.43818	0.936975	-1.53111	-1.06701	0.325806	0.977828	1.68442	-1.2544	-0.976076	1.74339	-0.811624	1.79855	-2.03201	1.30556	0.91803	-0.378218	2.17103	-0.173102	-1.54763	-1.53782	1.15966	-0.0767505	-0.613247	1.63294	0.856402	0.259564	-0.609216	-1.436247e+002	-1.386011e+003	-1.529636e+003
15650	0.232784	4.75502	-1.54584	1.09764	2.45338	2.82677	-2.68607	0.40203	0.110988	0.36737	0.517265	0.0581904	0.0659478	0.755488	1.96968	1.89102	1.10075	1.12427	-2.81415	-0.533125	-1.02416	-1.56354	-0.157848	-0.466744	-0.499166	0.415687	-1.17218	1.47332	-1.0273	-1.13939	-1.03242	0.368248	-0.183412	0.367967	-1.02403	0.116602	-0.563474	-1.68894	0.770988	-0.661604	-0.614639	2.18782	-0.518122	1.41358	1.23864	1.89663	0.332992	0.0354898	0.30113	0.434337	0.736661	-0.157001	1.74796	-1.73588	-2.12674	-1.31388	0.483787	0.159853	1.98115	-0.190595	-0.437332	0.785715	1.25681	-1.66599	0.595112	1.04231	0.370268	2.72213	0.119641	-1.15774	1.67083	2.38197	0.545321	-2.13403	0.93519	-0.740773	-0.267476	2.05935	-0.262346	0.225761	-2.39719	0.736899	0.506543	-0.683653	1.27463	0.940141	0.486815	-0.000259138	-1.439171e+002	-1.390537e+003	-1.534454e+003
15700	0.290777	3.4642	-1.51117	1.24168	2.03745	2.89803	-2.75224	0.410091	0.340975	0.377706	0.385772	0.336751	0.254876	0.827606	2.03185	1.89367	1.10159	1.11697	-2.54269	-0.811654	-0.679403	-1.73805	-0.405597	-0.0995752	0.0196623	0.671334	-1.99307	1.68146	-0.541678	0.00976832	0.197752	-1.38923	-0.20167	-0.82574	-1.08549	-0.284199	-1.94919	0.23062	0.883808	1.56725	0.620993	1.88852	0.992917	0.927523	-0.53643	1.68575	0.362008	1.67294	0.256366	1.19323	-0.334444	0.365586	1.76861	-1.01336	-2.60685	-1.3792	1.34266	-0.0582813	0.246752	-0.0575885	0.107212	-0.608945	1.27983	-1.60413	0.12237	0.905918	-0.929368	1.6932	0.874064	-1.07583	1.78315	0.513343	-0.773538	-2.04667	0.82902	0.744883	-0.564584	2.35218	0.413547	-1.86134	-2.19817	0.889266	-1.55012	-0.764082	1.53123	0.229578	0.0622362	-0.16264	-1.458282e+002	-1.389996e+003	-1.535824e+003
15750	0.288425	5.14871	-1.52129	1.39868	1.73977	3.86557	-2.48267	0.4681	0.229797	0.386328	0.51082	0.383925	0.118101	0.703155	1.83455	2.11346	1.10195	1.12204	-1.90075	-1.77276	-0.715581	-1.1244	-0.53378	-2.42239	-0.254339	1.25885	-0.72534	1.28847	-0.637581	0.095653	0.087602	1.01037	-0.525214	1.26552	-0.912662	-0.570845	-1.15828	1.36091	0.499494	1.16985	-1.00624	2.22742	0.589606	1.18139	-1.25466	1.31392	-0.169196	1.01146	0.228318	0.120823	0.787364	-1.11085	1.66247	-0.733429	0.177503	-1.36529	1.035	0.100413	-2.66526	-0.27295	0.018415	-0.837877	0.972548	-1.51442	-0.916368	-0.696021	0.558658	2.07886	-0.392295	-0.955942	2.11785	1.73765	0.513026	-2.10457	0.294728	2.22738	-0.417211	1.33641	0.760454	0.290923	-2.19084	0.526569	-1.21194	-0.979452	0.876312	0.16053	1.7967	-0.0788067	-1.471264e+002	-1.402321e+003	-1.549447e+003
15800	0.236996	4.45893	-1.57321	1.51863	1.90044	3.13955	-2.28242	0.488204	0.0907946	0.380216	0.410973	0.264436	0.195983	0.694853	2.04875	1.91029	1.1013	1.10195	-1.78578	-0.121312	-0.318186	-1.56093	-1.05146	0.485309	-1.40617	1.09072	0.185458	1.66606	-1.1029	-0.159238	-0.3827	-0.418283	-0.170341	-0.868231	-0.821751	-0.871388	-1.7523	-0.352753	0.366836	1.0727	1.69024	2.18105	0.0385572	1.5754	1.41177	1.3682	0.212011	-0.597754	0.369458	0.0397582	0.829319	-0.7737	1.43214	0.160631	-1.48186	-1.09233	1.82038	-0.618564	0.146348	-0.748866	-0.0542594	0.212973	1.06959	-2.75873	-1.66039	0.0816857	0.223027	2.24349	-0.374455	-1.05165	1.84231	1.56173	-1.21043	-2.28938	-0.06903	-0.326431	-0.221875	0.831642	-0.254397	0.0964272	-2.23798	1.12918	0.068599	-0.65948	1.24052	-0.057205	-2.00659	-1.06866	-1.399411e+002	-1.385867e+003	-1.525808e+003
15850	0.276326	4.84126	-1.57952	1.51509	1.77903	2.81774	-2.38183	0.391462	0.0511558	0.397302	0.440736	0.457861	0.111612	0.749249	2.05842	2.05594	1.11311	1.10079	-0.799747	-1.53833	-0.755479	-0.544006	-1.39151	-0.409772	-0.686896	0.872531	1.02096	1.78822	-1.02607	0.276583	-0.78552	-0.497451	0.0402823	-1.47573	-0.764895	-0.49863	-0.194201	-0.307804	0.269647	1.64667	-0.376913	2.18741	0.635313	0.292175	0.808109	1.0186	-0.359332	-0.575833	0.483788	-0.314477	-0.920705	-2.84886	1.36451	-0.856996	-1.18407	-1.14924	0.676442	-0.262291	0.802686	-0.342603	-0.852291	-1.10979	1.13779	-3.58671	0.028019	1.03498	0.199668	2.73352	0.595981	-1.01874	0.414044	-0.372713	1.66259	-2.23509	0.229124	-0.0140301	-0.211523	1.37228	1.96472	0.298095	-1.72112	0.676672	-1.09637	-0.563594	0.596828	1.24985	0.0791344	-0.234411	-1.408161e+002	-1.399579e+003	-1.540395e+003
15900	0.220594	5.11789	-1.61558	1.7215	1.69883	2.78404	-2.29263	0.528743	0.117703	0.36301	0.438769	0.471683	0.228756	0.791417	1.97716	1.87185	1.10416	1.10395	-1.42333	0.665373	-0.448285	-1.7345	-1.12361	0.53857	-0.702739	1.2028	1.13438	1.97878	-1.12205	1.56194	-0.861935	0.274097	-0.350158	-0.874609	-0.804006	-1.46595	0.426471	0.851244	0.346769	1.64788	-0.647759	2.38416	0.458725	0.0484497	-0.192031	1.37371	-0.000105467	-0.54399	0.617208	-0.712218	0.219529	0.503203	1.24427	-0.248921	-0.669174	-1.24485	0.489621	-0.617259	-0.194347	-0.363084	-0.0956478	1.48705	 1.49	-2.8889	-1.20064	0.208543	0.592392	2.35991	-1.22054	-1.00149	0.772095	0.650023	-0.38251	-2.41858	0.686402	1.04102	-0.187664	1.52127	1.48785	-0.917904	-2.23878	1.1677	-0.513578	-0.454039	0.836464	0.487763	-1.64848	-0.715442	-1.429728e+002	-1.385092e+003	-1.528065e+003
15950	0.0866599	5.13244	-1.61938	1.51751	2.31424	3.52445	-2.31426	0.596236	0.0786866	0.421297	0.378433	0.297983	0.282773	0.584384	1.84838	1.71752	1.10401	1.10115	-2.05424	0.75179	-0.357601	-2.99978	0.895739	-1.39248	-0.497801	0.630766	-0.218899	1.65524	-1.68763	-0.119929	1.37556	-0.998967	0.13269	-0.810644	-0.783797	-0.647291	-1.30717	-0.928771	0.626723	0.955745	-1.03646	1.94262	-0.529885	0.815437	-1.04504	1.71202	0.264268	0.772302	0.563701	-0.247549	0.533543	1.93689	1.67453	-0.632176	-0.906324	-0.955656	0.23242	0.287653	0.138078	-0.728877	-0.399533	-0.725197	1.20955	-3.59513	-0.591322	-0.427721	0.861179	1.61919	-1.05532	-0.790851	1.38438	3.2268	0.307992	-2.91773	1.34495	1.25035	-0.246771	2.65186	0.889226	-1.05949	-1.82851	1.11148	-0.239835	-0.540167	1.02689	-0.0327337	0.230002	-0.918338	-1.524382e+002	-1.378254e+003	-1.530693e+003
16000	0.0720469	2.69956	-1.62396	1.37927	2.17729	3.38101	-2.22131	0.462658	0.0477853	0.428416	0.400112	0.19233	0.422852	0.640462	2.25778	1.80329	1.10954	1.10776	-1.48929	0.865837	-0.497828	-1.60908	-0.270095	-0.688905	-0.409894	0.936959	-1.48039	1.61611	-1.19968	-0.178033	2.50477	-0.430302	-0.234842	-0.446397	-0.74561	-1.067	-2.18063	-0.152103	0.416138	1.15319	-1.83661	1.84334	-0.493742	0.260269	-0.71365	1.76066	0.655582	1.75817	0.628408	0.712823	-0.200367	1.04749	1.3841	-0.719157	-0.28063	-1.08552	0.412867	0.00458519	0.691463	-0.68816	0.34683	1.43619	1.03774	-2.80356	-0.587237	-0.292909	0.119387	3.40704	0.283051	-0.780058	2.85248	-0.413888	0.759948	-2.4459	1.6917	-1.48824	-0.0856836	2.69329	0.110453	0.0726621	-3.13681	1.17328	-0.710337	-0.436986	1.10806	-0.753202	-0.353008	-0.641733	-1.509020e+002	-1.384550e+003	-1.535452e+003
16050	0.186827	5.53001	-1.53101	1.59627	2.22086	4.37822	-2.53251	0.464531	0.194245	0.488477	0.375821	0.133659	0.0177618	0.606299	2.12938	1.99333	1.10234	1.1068	-1.99963	-0.492708	-0.543599	-2.40984	0.0769192	-0.504321	-0.390385	0.95816	0.386924	1.13498	-1.04364	-0.755684	-0.845647	0.978571	-0.521963	0.1151	-0.673054	-1.54016	-0.253526	-0.0909661	0.450128	0.876031	-0.961213	1.4103	-0.702423	-0.330086	-0.24183	2.40885	0.540741	1.92535	0.36454	0.379173	-0.68659	1.70992	2.22644	-0.737096	-0.597592	-1.06922	0.475053	-2.91557	0.778521	-0.321888	0.561495	-0.345212	0.790465	-2.43162	1.25226	0.0899745	1.00943	2.16092	0.321164	-0.884525	1.48558	1.93555	0.64483	-1.64229	0.921908	-1.67721	-0.363168	1.36446	-1.05692	0.810687	-2.02283	1.29891	1.11577	-0.460813	1.18605	-1.47441	-0.0589365	-0.895151	-1.450214e+002	-1.392822e+003	-1.537844e+003
16100	0.334782	3.59346	-1.53452	1.53656	1.75739	4.64389	-2.32506	0.555303	0.0112139	0.457389	0.390969	0.175044	0.0711546	0.688261	1.86334	2.11879	1.10053	1.11034	-1.29138	0.580004	-0.864629	-1.80541	-0.489253	0.00766588	-0.201936	0.481752	0.550923	1.37454	-1.13685	-1.82544	-0.814393	-0.365313	-0.280867	-0.687007	-0.795751	-1.17472	-1.04526	-0.812455	0.399252	0.810846	0.0317681	1.70764	-0.073367	-0.254588	0.249881	0.719247	0.796931	1.66871	0.370374	1.40269	-1.31166	-0.347315	1.46899	-0.801333	1.77521	-1.14975	0.485797	1.51671	-0.10008	-0.574079	-0.628572	1.5675	1.15274	-3.07086	-1.35792	1.22337	-0.0413448	1.28715	1.19053	-0.857765	0.565316	1.49762	1.58922	-2.74778	0.900761	0.883098	-0.209738	2.58826	0.0726315	0.258203	-1.96923	0.882449	-1.34786	-0.530465	1.09989	-2.3814	0.676496	-1.12213	-1.453793e+002	-1.400132e+003	-1.545511e+003
16150	0.34828	4.54629	-1.61876	1.23163	1.80461	2.85036	-2.38083	0.474119	0.122842	0.395749	0.403525	0.0901808	0.196814	0.567769	1.98037	1.99307	1.10184	1.11101	-1.64596	1.03134	-0.597911	-0.622417	0.311704	1.67981	-0.670078	0.93457	0.00695875	1.67408	-0.560884	-1.76285	0.463852	-1.39674	-0.0129339	-0.0396297	-0.888737	0.149337	-0.409545	0.000745293	0.655151	1.349	-0.330056	2.074	1.09074	0.303512	-1.12268	2.25065	0.301189	-0.772253	0.501008	0.926695	1.13358	0.203718	1.84094	-1.14755	-0.597028	-0.999995	0.880246	-0.506489	0.0740919	-0.505941	-0.360954	-1.34033	1.2971	-2.18031	0.546626	0.345236	0.235673	2.32888	-0.713319	-0.886079	2.7812	0.624286	2.12046	-2.90042	0.587552	-0.783353	-0.331875	2.34587	0.133398	-1.11149	-1.57112	0.0514991	-1.56225	-0.458973	0.804027	-0.127511	0.138845	-1.05464	-1.380027e+002	-1.391251e+003	-1.529254e+003
16200	0.211239	5.91373	-1.62462	1.05748	2.44147	3.38758	-2.27804	0.433717	0.013081	0.473947	0.408957	0.0161943	0.0527072	0.594718	1.80606	1.84025	1.10541	1.10024	-2.57025	1.59979	-0.456271	-1.41417	0.559736	1.02758	-0.905106	0.778918	0.636511	1.51727	-0.288306	-0.0137162	-0.135676	-0.560355	-0.226779	0.462155	-0.602911	0.242557	0.488236	0.088531	0.205968	0.820743	-0.472428	1.62884	0.711679	-0.812614	0.292532	2.34088	-0.0404013	0.0234794	0.406367	0.439889	-0.779352	0.532469	1.57888	-0.466052	-0.487863	-0.91076	1.93369	-0.62679	-1.41511	-0.632759	0.0234388	-0.789156	1.03047	-1.29101	-1.37497	-0.355459	0.886605	1.74211	-0.473169	-0.660677	2.53913	0.186545	1.60124	-2.41403	1.19402	-1.60602	-0.0513285	3.0559	-0.13062	1.10665	-2.50631	1.10526	1.54941	-0.344869	1.83315	0.549442	0.28604	-1.22827	-1.408320e+002	-1.384896e+003	-1.525728e+003
16250	0.179064	4.74917	-1.59042	1.11383	2.69239	4.91747	-2.23657	0.472891	0.0454767	0.491348	0.435536	0.0555594	0.0392654	0.793928	2.05847	1.90621	1.10903	1.10177	-2.9686	-0.43681	-0.171607	-1.80143	0.402778	0.952344	-0.965793	1.07206	1.46321	1.33716	0.169377	-1.37845	-0.98083	-0.463927	-0.864969	3.15146	-0.526469	-0.369895	-1.30633	-0.841513	0.185198	1.66757	0.889764	1.64929	1.61104	-1.10829	-0.0821821	1.34409	0.145322	-0.838684	0.279789	0.776784	0.732116	-0.708637	1.23263	-1.13882	-0.128907	-0.976292	0.967259	-0.0960168	0.954193	-0.474303	-0.117082	-0.488887	0.921224	-1.58604	-1.61605	0.0598848	0.162587	2.8556	0.175479	-0.778755	2.77147	0.598962	0.335079	-2.51136	1.1288	0.658587	-0.130597	2.57292	-0.617731	0.0744679	-1.8663	1.18714	0.690875	-0.43216	2.02375	-0.150185	-2.07609	-0.549689	-1.546369e+002	-1.384115e+003	-1.538752e+003
16300	0.306107	2.7338	-1.59237	1.22628	1.80667	3.02158	-2.21879	0.426222	0.0357515	0.540331	0.572229	0.0725489	0.319563	0.692397	1.88918	1.91253	1.10721	1.11112	-2.90634	-0.428713	-0.378607	-1.30478	0.399801	1.2741	-1.0149	1.07541	0.115101	1.08853	-0.41287	-0.726621	1.12757	-0.622476	-0.403906	0.23766	-0.652025	-0.17768	-1.37718	-1.77149	0.365127	1.29574	-0.0339008	1.4626	0.623443	1.2583	0.618077	1.91189	0.803498	-1.4549	0.344126	0.967773	0.740684	0.080056	1.29899	-0.821093	0.529894	-0.875994	0.939291	1.29253	0.269306	-0.50819	-1.06342	-0.36628	0.902849	-2.22348	0.458117	-0.504519	-0.388507	2.5385	0.75121	-0.618747	1.79223	0.461498	-0.126599	-2.75661	0.335486	0.925333	-0.00661061	1.56273	0.838944	-1.05688	-2.47335	1.50255	0.484994	-0.491401	1.4862	0.281094	-1.88073	-1.01427	-1.408541e+002	-1.385820e+003	-1.526674e+003
