iter	M_lnCltot(1)	M_lnClmet(1)	M_lnkufrac(1)	M_lnVdist(1)	M_lnVdistmet(1)	M_lnkgutabs(1)	M_lnFgluc(1)	SD_lnCltot(1)	SD_lnClmet(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	SD_lnkgutabs(1)	SD_lnFgluc(1)	GSD_Ccpt(1)	GSD_Ctot(1)	GSD_Qu(1)	GSD_Qu_tot(1)	lnCltot(1.1)	lnClmet(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnkgutabs(1.1)	lnFgluc(1.1)	lnCltot(1.2)	lnClmet(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnkgutabs(1.2)	lnFgluc(1.2)	lnCltot(1.3)	lnClmet(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnkgutabs(1.3)	lnFgluc(1.3)	lnCltot(1.4)	lnClmet(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnkgutabs(1.4)	lnFgluc(1.4)	lnCltot(1.5)	lnClmet(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnkgutabs(1.5)	lnFgluc(1.5)	lnCltot(1.6)	lnClmet(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnkgutabs(1.6)	lnFgluc(1.6)	lnCltot(1.7)	lnClmet(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnkgutabs(1.7)	lnFgluc(1.7)	lnCltot(1.8)	lnClmet(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnkgutabs(1.8)	lnFgluc(1.8)	lnCltot(1.9)	lnClmet(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnkgutabs(1.9)	lnFgluc(1.9)	lnCltot(1.10)	lnClmet(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	lnkgutabs(1.10)	lnFgluc(1.10)	LnPrior	LnData	LnPosterior
500	-0.0935476	2.67843	-1.36692	1.38764	2.05809	3.73216	-2.91652	0.526444	0.107794	0.349704	0.607025	0.139164	0.283475	0.790058	2.3454	1.79658	1.10526	1.10669	-0.476846	0.417428	-1.63339	-0.792295	0.310628	-0.194722	0.225612	1.44189	0.126284	1.18321	-0.410415	0.835614	1.91589	0.884776	0.838529	0.703958	-1.76841	-0.245809	-1.32429	0.173583	1.04591	1.7073	1.81931	1.54726	0.275714	-0.0796949	1.37154	2.68296	0.388	1.82844	-0.033809	-0.1178	0.480361	-0.346097	2.04142	-0.593303	-2.53484	-1.97074	-0.0895705	-0.85572	-0.125096	0.3753	0.695705	1.42545	0.586277	-1.51943	-1.51256	0.428931	1.1809	2.08435	-0.472456	-1.44442	1.44303	-0.608466	-0.345525	-1.1767	1.70563	-1.447	-0.946608	1.52479	1.19504	-0.749479	-1.11492	1.72267	0.0662501	-1.31802	1.06778	0.814938	1.4479	0.150936	-1.465714e+002	-1.394897e+003	-1.541468e+003
550	-0.149656	3.6554	-1.41809	1.42255	1.76611	3.63628	-3.00319	0.586836	0.125666	0.383914	0.552967	0.0321045	0.00405292	0.81977	2.21661	1.86314	1.11133	1.11609	-1.11457	0.812696	-1.07027	-1.6142	0.563176	-1.28864	0.214318	1.02797	-0.84284	1.32872	-0.960105	-0.824248	0.22115	-0.0381571	0.419822	0.278227	-1.06576	-0.532631	-1.62097	-0.441244	0.943074	1.81004	2.5525	1.76267	0.600466	0.22676	-0.881789	1.90683	0.566605	0.0621282	-0.0596033	-0.444463	-1.20921	0.542492	1.81521	-0.443116	-0.700329	-1.74724	-0.0300508	0.470777	0.243636	0.527371	0.48599	-1.31894	0.777362	-1.92219	-1.14152	1.3975	1.13901	2.35353	1.34059	-1.26197	1.07445	-0.414448	0.690301	-1.39312	1.92253	-0.850265	-0.754364	1.98607	-0.417763	-0.16185	-2.92131	1.72032	-1.18316	-0.806318	1.36519	-0.779745	-0.778041	-0.214296	-1.458321e+002	-1.399150e+003	-1.544982e+003
600	-0.32375	4.23946	-1.43257	1.21068	3.61944	2.33412	-2.84381	0.555977	0.0225129	0.380456	0.63797	0.240905	0.27281	0.856254	2.33378	2.04303	1.10992	1.11252	-0.920609	0.2593	-1.21438	-1.18152	-0.990044	-0.276286	0.00974663	1.15976	-0.695182	1.38393	-1.06838	0.466665	0.0405075	-0.560122	0.597666	0.985947	-1.10991	-0.339249	-0.650357	0.734839	0.884341	0.896978	-0.729482	1.7312	-0.360326	0.345501	-0.509027	2.09378	0.628484	1.55667	0.0454565	-0.10168	-0.451897	1.28998	1.82822	-0.468972	0.565977	-1.58519	0.0719126	-0.960343	-0.893028	0.0918734	0.454854	0.729344	0.866658	-1.93124	-1.72693	1.74819	0.105222	2.38833	0.866581	-1.32189	0.92763	0.515406	-2.09063	-2.74314	1.25604	0.848181	-0.523659	1.54365	2.04893	1.02101	-0.794115	1.72376	-0.851691	-0.842269	1.07826	-0.492454	0.629399	0.0577791	-1.446273e+002	-1.394017e+003	-1.538644e+003
650	-0.224129	3.32525	-1.5044	1.37726	2.38602	2.88524	-2.91162	0.719045	0.258332	0.376164	0.436359	0.524428	0.108871	0.667743	1.9586	1.71614	1.10631	1.10049	-0.429879	-0.425333	-0.957291	-1.27407	-0.825744	0.475866	0.38166	1.22066	0.246894	1.52945	-0.304787	-1.90341	1.71551	 1.08	0.231759	0.671267	-0.967055	-1.04365	-0.579654	0.337071	1.257	0.87119	-1.35847	1.56405	-0.793833	0.659324	0.155898	2.96477	0.271454	-0.421201	0.204242	-0.429559	-1.03667	-0.0380342	2.4482	-0.199844	-1.00448	-1.59245	0.0451771	-0.129771	0.460456	0.507637	0.527892	0.997699	1.25667	-1.99657	-2.39114	1.10507	0.837282	2.24249	2.13079	-1.11502	2.12519	0.521339	-2.07581	-2.16718	1.20799	0.040823	-0.466226	1.51835	0.429714	-1.02315	-1.75416	1.48244	0.943169	-0.83041	1.25557	-0.105831	-1.17247	-0.328605	-1.495059e+002	-1.387815e+003	-1.537321e+003
700	-0.103938	4.83349	-1.56828	1.32977	2.16525	3.69591	-2.92072	0.633678	0.061782	0.308606	0.332252	0.284317	0.193023	0.567918	2.14718	1.94313	1.10578	1.1132	-0.406609	0.357243	-0.839984	-0.821673	-0.85717	1.61031	-0.318982	0.901204	0.91688	2.01369	-1.73477	0.33221	-0.163827	-0.0503555	-0.180973	-1.06586	-1.11366	-1.69209	-0.871981	-0.259612	1.024	0.535472	0.825227	2.84229	-0.765803	-0.554481	-0.0558892	2.87746	-0.132538	0.670287	0.51738	-0.76113	-0.0707999	0.940479	2.79941	-0.139609	1.2595	-1.59259	1.24539	2.14752	0.0198248	0.620036	0.725548	-0.353533	1.65229	-2.08797	-1.60994	-1.39874	1.12375	1.47339	-1.06564	-1.1946	1.87767	0.174855	2.34667	-2.53857	0.582111	1.17914	-0.352054	1.38839	0.99865	1.21747	-1.82703	1.60087	-0.895464	-0.898258	2.68742	-0.48609	2.10289	0.26517	-1.541067e+002	-1.399968e+003	-1.554074e+003
750	0.0721	3.65783	-1.6024	1.35129	2.16633	2.70648	-2.57819	0.589163	0.173674	0.318363	0.292466	0.251165	0.0484189	0.773323	2.30216	1.86028	1.12089	1.11075	-1.21782	0.640818	-0.628941	-1.58871	-1.89857	-1.96659	0.0369902	1.07806	0.0581363	2.23654	-0.89877	-0.516365	0.968526	-0.500089	-0.210245	-0.0845106	-1.02491	-1.58287	1.18272	0.898266	0.567309	0.705647	0.231264	2.44982	0.638942	-0.0823086	0.145027	2.58803	0.166578	-0.770277	0.765117	-0.385327	0.681442	0.232231	1.18493	-0.175299	-2.32114	-1.46743	1.57216	0.597514	-0.931104	-0.131596	1.03888	-0.124217	1.94647	-1.39639	-2.51003	-0.491695	-0.908805	2.47236	1.94626	-1.23114	1.61746	0.519145	1.88941	-1.50377	0.743743	-0.928282	-0.0402955	2.86196	1.51785	0.591517	-2.14289	0.982812	0.139541	-0.712994	1.4972	0.902018	0.258301	-0.311486	-1.494517e+002	-1.406553e+003	-1.556004e+003
800	0.22337	3.05038	-1.60197	1.3823	2.12644	2.9807	-2.58958	0.557343	0.207478	0.321111	0.425386	0.121136	0.198397	0.736886	2.23756	1.99288	1.1069	1.10805	-1.71086	0.00833872	-0.666184	-1.81101	-0.601648	-1.5305	-0.141077	1.19117	-0.13177	2.04616	-0.581076	-0.126849	-0.387018	-0.347515	0.55196	0.300293	-0.881246	0.136113	-1.88905	-1.02085	0.887383	0.31298	0.389581	2.55204	-0.636243	-0.141128	1.02904	2.21006	0.448391	-1.44895	0.651501	0.360785	1.08239	0.359353	1.67853	-0.444324	0.401205	-1.23698	1.25992	0.817438	-0.504135	0.128879	0.290543	0.341757	1.56937	-1.82622	1.43187	1.23511	0.452147	2.58759	0.730931	-1.04224	1.01337	-1.00297	1.25537	-2.83237	1.14919	1.3488	-0.240912	2.51175	-0.972803	-0.0701262	-1.87067	1.1807	0.174545	-0.685512	1.71339	1.96703	0.276901	-0.540161	-1.436622e+002	-1.394968e+003	-1.538630e+003
850	0.220036	4.24491	-1.55229	1.43812	2.34656	3.03869	-2.74601	0.482002	0.210252	0.314244	0.591245	0.479574	0.107903	0.717667	2.00035	1.67773	1.10609	1.10608	-2.32235	0.260539	-1.01324	-1.62642	0.109532	-0.644574	0.357652	0.793626	0.223813	2.02706	-0.729157	-0.961474	0.121297	-1.77552	0.0491656	-0.162312	-1.10006	-0.496373	-1.09548	-0.150332	0.764648	0.256076	-0.903768	2.38668	-0.473493	-0.144202	0.208743	2.65929	0.725636	0.000747079	0.609869	0.566375	-1.1516	-0.361415	1.80647	-0.43054	-0.0227265	-1.44217	0.727971	-1.10152	-1.16524	-0.180236	-0.36007	1.66443	1.42023	-1.96869	-3.28101	0.875518	0.295645	2.92685	0.818694	-1.36777	1.55412	0.223913	1.73678	-2.2824	0.268293	0.0275767	-0.616906	0.778869	0.307723	1.93986	-1.8088	0.519428	0.72305	-0.805529	0.56671	0.713562	0.523781	0.106376	-1.483370e+002	-1.385665e+003	-1.534002e+003
900	0.0528827	3.90691	-1.55196	1.41751	2.68626	2.5698	-2.519	0.463	0.219555	0.378267	0.596624	0.607349	0.0940608	0.627399	2.49397	1.82711	1.10217	1.11223	-2.8204	1.05855	-0.11357	-1.56575	-0.805	-1.1475	-0.236998	0.595882	1.52154	1.73012	-1.19095	0.552983	-0.683691	-2.1183	0.432875	-1.35188	-1.05337	-0.333964	-1.51762	0.760445	0.889111	0.338902	-1.6251	2.04592	-0.881863	1.35896	-1.38193	2.51133	-0.661546	0.877273	0.486603	-0.769762	0.215514	0.383961	1.94134	-0.452734	0.960768	-1.12993	0.562212	-1.19592	-0.446696	-0.406628	-0.101004	0.926399	1.478	-1.97808	-2.49208	1.07278	-0.480159	2.66219	-2.14464	-0.999585	0.848665	0.899603	-0.104364	-3.20909	1.14702	-0.214405	-0.305284	1.24719	0.348328	-1.41547	-2.43231	0.995109	-2.27129	-0.691862	0.455079	0.44527	-1.45609	-0.148981	-1.584866e+002	-1.387074e+003	-1.545560e+003
950	0.148346	6.7537	-1.52042	1.49426	1.96049	2.66777	-2.7265	0.501925	0.0131531	0.315804	0.56376	0.116697	0.189792	0.592841	1.82004	1.87076	1.10264	1.11154	-2.93493	-1.08427	-0.718452	-2.44764	0.238547	1.99564	-0.0329081	0.708799	0.368169	1.7333	-1.23869	1.40692	0.397164	0.925815	-0.0321985	-1.28317	-1.25574	-0.608647	-0.00618931	1.00956	1.21894	1.54804	-1.73908	2.46996	0.428716	0.224878	0.848178	2.47158	-0.463018	1.17316	0.540637	-0.53341	0.809122	0.244779	2.46608	-0.139898	-0.457092	-1.55756	0.914224	0.121493	1.49996	-0.0293984	0.314771	-1.78203	1.34751	-1.60049	-0.567061	1.11079	0.879145	2.19541	0.473279	-1.3167	1.07513	1.23701	-1.58978	-2.07924	1.44502	-0.518734	-0.548722	1.84689	-0.132817	0.731207	-2.052	0.667707	-0.14381	-0.853023	0.452827	0.366024	-0.621936	-0.434454	-1.488557e+002	-1.383628e+003	-1.532484e+003
1000	0.157329	 4.45	-1.54136	1.64437	1.88672	2.83086	-2.70386	0.390094	0.318189	0.308467	0.477367	0.280976	0.324502	0.795516	1.93349	2.01128	1.10175	1.11953	-1.79803	0.157293	-0.553255	-1.73008	-2.38557	-1.93881	-0.885776	1.09322	-0.441587	2.09117	-1.34303	-0.205996	2.34367	-1.07624	0.295892	0.662498	-1.17161	-0.682882	0.525156	2.32133	0.629654	1.21411	-0.610895	2.49847	-0.155347	-0.709386	0.835539	1.55561	0.397189	1.28212	0.516414	-0.576564	0.336235	0.635281	1.77639	-0.0971293	0.884509	-1.61509	0.468326	-1.33042	-1.15505	-0.179964	0.270743	-0.361739	1.37155	-2.27062	-0.248312	1.44544	1.29832	2.77354	-0.205347	-1.26769	0.132048	1.42591	-2.48017	-1.6131	1.12408	-1.0131	-0.287201	1.22677	1.0002	0.331519	-2.12929	1.04168	0.0701652	-0.673865	0.420077	1.23493	1.44935	0.118901	-1.518880e+002	-1.401688e+003	-1.553576e+003
1050	0.252049	3.5767	-1.51821	1.66303	2.04279	2.89976	-2.69571	0.404368	0.00910445	0.325468	0.395403	0.321599	0.0471802	0.714277	2.00257	2.07035	1.10509	1.10639	-1.98052	0.850553	-0.976151	-2.21533	0.162946	-0.399318	0.0110786	1.22439	1.78894	1.70906	-1.46847	-1.10411	0.630554	-0.0119502	0.0726715	-0.236874	-1.243	-0.98972	-0.651333	0.681307	0.890429	1.15963	-0.790178	2.36078	-0.706976	1.84712	2.58137	2.20215	0.312916	-0.0575802	0.371866	-0.462413	-0.640471	-0.311417	1.93348	-0.442672	1.10271	-1.60251	0.737539	0.0433318	1.1746	-0.0441785	0.830047	-0.277606	1.16729	-2.43687	-1.40363	0.26308	1.02512	1.69692	-1.94868	-1.35773	0.504743	1.29578	0.912239	-1.50335	0.737884	0.0752221	-0.551681	1.22666	0.586575	-1.92291	-1.55645	0.585518	-1.2776	-0.894592	-0.0279827	0.217823	-0.828033	-0.182886	-1.403532e+002	-1.385133e+003	-1.525487e+003
1100	0.306632	3.66998	-1.50193	1.49963	2.35555	2.90709	-2.47661	0.406323	0.277084	0.394382	0.478722	0.320144	0.124112	0.634021	2.26832	1.87602	1.10151	1.10881	-2.64888	-1.02651	-0.865329	-1.85185	-0.727044	0.307475	-0.454872	0.51036	0.515928	1.38759	-1.21586	0.722145	-1.54412	-0.107759	-0.613072	0.140463	-1.13186	-0.824614	-0.119234	0.565446	0.617404	1.45775	-0.544408	1.56197	-0.0250075	-0.842268	0.452847	2.16403	0.253584	-0.931965	0.177343	0.162207	-0.878225	0.491536	1.92237	-0.420426	0.349601	-1.48254	0.860313	-0.882501	-0.110748	-0.214761	-0.373853	0.841127	0.942612	-2.62568	-1.67243	-0.192277	0.291166	2.73808	0.333361	-1.21319	1.77055	1.22863	-1.11004	-2.60848	1.50814	-0.822598	-0.519188	2.21891	-1.72953	0.263922	-2.19276	0.618239	-0.324838	-0.722643	0.626306	0.0417424	2.54494	-0.697534	-1.438490e+002	-1.383141e+003	-1.526990e+003
