iter	M_lnCltot(1)	M_lnClmet(1)	M_lnkufrac(1)	M_lnVdist(1)	M_lnVdistmet(1)	M_lnkgutabs(1)	M_lnFgluc(1)	SD_lnCltot(1)	SD_lnClmet(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	SD_lnkgutabs(1)	SD_lnFgluc(1)	GSD_Ccpt(1)	GSD_Ctot(1)	GSD_Qu(1)	GSD_Qu_tot(1)	lnCltot(1.1)	lnClmet(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnkgutabs(1.1)	lnFgluc(1.1)	lnCltot(1.2)	lnClmet(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnkgutabs(1.2)	lnFgluc(1.2)	lnCltot(1.3)	lnClmet(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnkgutabs(1.3)	lnFgluc(1.3)	lnCltot(1.4)	lnClmet(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnkgutabs(1.4)	lnFgluc(1.4)	lnCltot(1.5)	lnClmet(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnkgutabs(1.5)	lnFgluc(1.5)	lnCltot(1.6)	lnClmet(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnkgutabs(1.6)	lnFgluc(1.6)	lnCltot(1.7)	lnClmet(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnkgutabs(1.7)	lnFgluc(1.7)	lnCltot(1.8)	lnClmet(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnkgutabs(1.8)	lnFgluc(1.8)	lnCltot(1.9)	lnClmet(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnkgutabs(1.9)	lnFgluc(1.9)	lnCltot(1.10)	lnClmet(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	lnkgutabs(1.10)	lnFgluc(1.10)	LnPrior	LnData	LnPosterior
500	0.763537	3.60386	-1.33121	1.29843	2.50626	2.99995	-2.19186	0.507602	0.0865564	0.372687	0.440044	0.039655	0.145062	0.63184	1.87666	2.39619	1.10954	1.10888	-2.93333	-0.0301053	-1.15983	-1.34414	0.851237	-0.329401	-1.28681	-0.740482	-0.416227	1.10957	-1.299	1.4406	1.11738	0.464727	-1.45512	1.38721	-1.53838	-0.482832	1.12466	1.11993	0.266601	0.291147	0.642055	1.40377	0.932354	0.30622	0.288364	1.62031	-0.750438	-2.87236	-0.3488	0.377937	-0.565864	-0.808867	1.51709	-2.39882	-0.0513851	-1.80252	0.261809	0.0398235	-1.01087	-0.847295	-0.928428	0.969031	0.695982	-1.61019	0.177039	1.28853	-0.569573	1.33266	2.05566	-1.8352	1.57731	-0.133352	-0.551063	-2.29705	-0.49378	-1.27057	-0.878315	2.17947	-0.487858	0.0253084	-3.16111	0.080811	0.510892	-1.16365	1.6661	-0.195027	0.845867	-0.969743	-1.460253e+002	-1.397305e+003	-1.543331e+003
550	0.718608	2.74928	-1.34117	1.50864	1.85015	3.58216	-1.96845	0.521815	0.0410694	0.43763	0.420388	0.505709	0.369467	0.646873	1.7619	1.83481	1.10306	1.10066	-2.58569	-1.10616	-1.47997	-2.50565	0.0935833	0.504391	-0.894564	-0.294151	0.199342	0.947362	-0.874993	-0.864279	1.04904	-0.315807	-1.79102	-1.11081	-1.26304	-1.92244	0.519977	-0.15413	-0.0719921	0.262658	0.18602	1.05897	0.326297	0.0134426	0.0876856	1.74823	-0.207209	-0.924463	-0.200403	0.0670645	0.630755	0.098242	0.999709	-1.13149	0.908474	-1.60726	1.30094	0.216552	-0.31333	-1.01366	-1.37076	0.361351	0.585067	-2.88315	0.317248	0.590141	0.103479	1.17777	-0.227164	-1.39378	1.23487	0.24242	-1.99323	-3.14358	-0.765074	-0.970378	-0.853796	1.16748	1.07835	0.0297573	-2.15313	-0.12891	-0.46725	-1.09248	0.951923	-0.151225	0.099727	-1.09433	-1.411830e+002	-1.395414e+003	-1.536597e+003
600	0.656913	2.38661	-1.3623	1.56284	1.89884	3.17322	-2.33444	0.517107	0.18935	0.445762	0.35534	0.382295	0.121207	0.554472	1.78082	1.76884	1.1025	1.1029	-2.42553	0.157075	-1.12579	-2.16286	-1.13781	2.24014	-0.357591	0.769744	-0.574745	0.961926	-0.608098	-0.730804	0.0969385	-0.0890991	-0.939367	0.0826818	-1.19657	-1.19582	-1.51794	0.937818	0.49274	0.791415	-1.14863	1.26026	0.594656	0.600347	0.31298	2.56073	-0.284743	-0.783715	-0.0268024	0.255736	-1.31885	0.749602	1.81207	-1.04047	-0.374118	-1.63305	1.0376	-0.0615637	-0.357028	-0.359891	-0.371183	1.01922	0.639788	-2.44176	-2.08919	0.17098	-0.864068	1.39594	0.895998	-1.40492	0.898853	2.62044	-0.16382	-2.63974	0.0649841	0.512764	-0.883995	1.877	1.16575	2.12425	-2.08032	-0.184888	0.632765	-1.11112	0.314869	0.683056	-0.100631	-0.677143	-1.417882e+002	-1.380452e+003	-1.522240e+003
650	0.475397	3.9406	-1.38399	1.52656	2.60487	2.94468	-2.44109	0.446288	0.0681226	0.421853	0.384988	0.433707	0.0400286	0.760539	1.81085	1.86345	1.10136	1.11973	-1.70125	-0.932833	-0.907311	-1.07068	-0.50813	-1.42906	-0.7018	0.286687	-0.466845	0.946339	-1.25141	1.78619	-0.107544	0.0680248	-1.66143	1.84105	-1.22251	-2.17293	-1.14188	-1.22378	0.472419	0.745348	1.31818	1.43739	-0.547406	0.383939	-0.960945	1.35399	0.230296	-0.425109	-0.244475	-0.0795717	-1.8609	-0.226438	1.46261	-1.70652	-0.0107248	-1.55373	0.372232	-0.116772	-1.98762	-0.387008	-1.17665	0.40726	0.602082	-3.49569	-1.58488	0.750643	0.296138	2.30259	-0.641854	-1.32881	1.43734	-0.17224	0.0944673	-1.69943	0.263123	-3.06363	-0.555017	2.07354	-0.500574	-1.79969	-2.18765	0.656821	-0.938864	-1.01657	1.05609	1.15193	0.00448658	-0.596572	-1.506869e+002	-1.397157e+003	-1.547844e+003
700	0.513326	2.43554	-1.39444	1.45545	1.91256	4.04487	-2.41103	0.483239	0.082807	0.433034	0.431271	0.497985	0.39622	0.717998	1.9857	1.76829	1.10454	1.10391	-1.70254	-1.43481	-1.3123	-0.924019	-1.95887	0.174763	-0.00400375	0.78703	-0.70022	1.00913	-0.221239	-1.23288	1.62846	0.185668	-1.47148	1.44529	-1.28738	-1.87883	-1.04907	-1.64709	0.306538	0.440611	-1.06743	1.39365	0.149815	-0.238255	0.112741	2.10099	-0.388113	1.62796	-0.193981	-0.265695	-1.25192	-0.0794464	1.60632	-0.578672	-2.69595	-1.45553	1.4604	-0.435484	-0.519988	-0.321802	-1.1733	1.15392	0.701402	-3.07154	-0.18275	-0.592261	-0.0392616	1.95229	-0.839594	-1.31104	1.3866	1.41674	0.929051	-2.5251	-0.104006	1.09348	-0.812833	1.29308	0.600907	0.18892	-1.13948	0.336831	0.536292	-1.02198	0.738849	1.26408	0.406744	-0.65513	-1.478602e+002	-1.384369e+003	-1.532230e+003
750	0.390756	3.43034	-1.35499	1.49823	2.80296	3.35579	-2.38232	0.521033	0.151052	0.400179	0.462093	0.181615	0.499202	0.552292	2.16662	1.96571	1.10161	1.1035	-2.2759	0.464464	-0.736593	-1.53966	-0.346056	-1.1217	-0.719242	1.02655	1.48922	0.978479	-0.661724	0.244935	0.822611	0.0684331	-0.93476	-2.06406	-1.48455	-1.49987	-2.62365	0.173615	0.534824	0.93871	0.157611	1.4899	0.622805	1.23553	-0.360201	2.70195	0.0123741	0.482622	-0.141261	0.13204	-2.58041	0.635859	2.07326	-0.567876	-1.48803	-1.80903	0.797999	-1.93814	-0.665654	-0.358882	0.233647	-0.402285	0.556486	-1.79197	-1.39314	-0.0275268	0.465221	1.54735	-0.841107	-1.56338	1.27269	2.13721	1.72939	-2.41891	0.554567	-0.295155	-0.697197	1.8021	-0.236865	1.74698	-3.10333	0.312332	-0.569837	-1.14982	0.56418	-0.0206586	-0.917283	-0.427484	-1.523477e+002	-1.385580e+003	-1.537928e+003
800	0.411892	5.55584	-1.31044	1.5009	2.27561	4.17509	-2.4098	0.415534	0.110994	0.399546	0.41272	0.0838272	0.120003	0.626532	2.18882	2.10746	1.10567	1.10138	-2.97539	0.344849	-1.1572	-1.85584	-0.30942	0.834463	-0.359602	0.373793	0.630161	0.877239	-1.35645	-1.28127	0.138449	0.0768959	-0.73618	-0.133186	-1.56035	-0.884249	0.486193	-1.08342	0.462813	0.584554	0.953073	1.49622	-0.274625	0.340374	0.282724	1.30107	-0.460157	-1.12663	-0.256579	-0.70814	1.26206	0.621934	1.64785	-1.28426	-0.728255	-1.66358	0.732561	-1.85825	-0.873183	-0.530839	-0.287761	-1.82751	0.564536	-2.16472	0.354914	-0.537732	0.831472	2.27715	-0.864489	-1.64027	1.79335	0.913246	0.726601	-2.88289	-0.639385	0.801139	-0.847103	0.889409	-0.373134	0.851332	-2.31569	0.483462	-1.75963	-1.13875	0.993017	0.0411382	-0.645324	-0.960566	-1.418058e+002	-1.389248e+003	-1.531054e+003
850	0.413673	3.53388	-1.34771	1.64658	1.96085	3.40767	-2.30192	0.29762	0.192338	0.445073	0.469238	0.0496416	0.0469249	0.740956	1.93431	2.11656	1.10777	1.10872	-2.29041	0.765149	-1.04883	-1.15446	-0.826817	0.720645	-0.658005	1.73251	-0.536099	0.856633	-0.601366	-1.47861	1.33185	0.255346	-0.687414	0.0339879	-1.31393	-1.01361	0.092175	0.149355	0.180781	0.891802	-1.17185	1.272	-0.157576	-0.183622	-0.964154	2.05702	0.185817	0.445752	-0.0880697	0.19149	-2.34247	-0.947175	1.5329	-1.1154	-0.0287538	-1.62084	0.458571	0.770027	-0.357983	-0.49706	-0.109761	-0.877264	0.666986	-2.20084	-1.9079	-0.514542	-1.52347	4.02657	0.236427	-1.2895	1.81695	-1.07353	0.236685	-2.51592	0.0525482	-0.201943	-0.720915	1.033	1.60821	-0.10444	-3.03843	1.34796	-1.27483	-1.17321	0.835031	-1.59362	0.0445249	-0.600861	-1.469693e+002	-1.393490e+003	-1.540459e+003
900	0.396787	4.12077	-1.30961	1.57262	1.72106	2.86815	-2.20844	0.23187	0.464853	0.443851	0.370488	0.0434036	0.0507696	0.793248	2.71391	2.07899	1.10107	1.12305	-2.30724	-0.895986	-0.994638	-0.756957	0.236103	-1.21895	-0.771133	1.84606	-1.00392	0.840516	-1.00228	0.0739077	-0.653639	-0.0396506	0.262985	0.278302	-1.38004	-0.39476	0.753626	-0.710405	-0.0991395	1.18615	-1.02259	1.12903	-0.86205	-1.2015	0.3972	1.26333	-0.744994	0.553371	-0.244969	-0.492332	-0.220911	1.01534	1.03674	-0.920918	0.842673	-1.64599	1.10152	0.341503	0.360505	-0.873889	0.0254517	0.505856	0.534379	-2.80122	-0.322598	2.15133	-0.554245	0.272189	-0.746663	-1.37877	-0.222588	2.19587	1.80446	-2.86216	0.203496	-0.56501	-0.889517	1.10476	-1.22129	-0.675446	-2.75587	0.881947	-0.0327113	-1.19093	0.537875	0.415564	0.198292	-0.378219	-1.369019e+002	-1.411554e+003	-1.548456e+003
950	0.199552	4.88719	-1.2978	1.57472	1.91909	4.31521	-2.15761	0.421997	0.173893	0.474523	0.468971	0.162452	0.253979	0.768656	2.36338	2.16504	1.10016	1.11202	-2.04929	-0.453639	-0.801656	-1.13937	1.15999	0.782497	-0.73388	1.36569	-0.129535	0.857037	-1.00737	1.1185	-0.0736284	-0.791428	-0.278485	0.706798	-1.22466	-0.806304	-1.77707	1.02775	-0.0936635	0.293897	0.936048	1.09743	-1.13136	-1.28195	-1.90961	1.4119	-0.200644	-0.786106	-0.128908	-0.51375	-0.735299	1.36716	1.02424	-0.572178	0.466282	-1.56243	0.512542	1.47199	-0.577913	-0.659015	-0.29778	-0.589613	0.459511	-2.80304	1.20442	-0.546258	-0.78438	1.78581	-0.070685	-1.30608	1.04902	0.716785	0.662669	-2.33531	-0.0210535	-0.369891	-0.702132	0.812701	-0.447739	-0.557639	-1.96411	1.23975	1.21772	-1.16696	0.927319	-1.45162	-1.72633	-0.296024	-1.403229e+002	-1.403119e+003	-1.543442e+003
1000	0.316909	3.55043	-1.33433	1.41546	2.51191	3.30611	-2.20018	0.481865	0.0897377	0.488845	0.447886	0.118831	0.105289	0.582687	2.0185	2.06018	1.10232	1.12725	-1.4948	0.639575	-0.994743	-0.853132	-0.827928	0.754407	-0.849229	0.711512	-1.42084	0.806456	-1.29524	-0.78134	0.518331	-1.35626	-0.893003	-0.00942104	-1.16559	-1.22891	0.812686	-0.813074	0.04955	0.475958	-0.105232	1.08019	-0.274961	0.86706	-1.35379	1.6167	-0.168062	1.30555	-0.213281	-0.306176	-1.24345	-1.36852	1.56951	-0.712398	-0.655462	-1.40443	1.00076	-0.825515	0.543652	-0.697161	0.160372	-0.29707	0.524981	-1.74415	-0.758658	1.31511	0.245748	1.38606	-0.245291	-1.21537	1.30508	-0.0911693	0.026263	-3.06235	-0.0968806	-1.59844	-0.712986	0.982787	-0.647621	1.06881	-1.12751	1.1115	-0.103834	-1.04478	1.34934	0.178661	-0.329497	-1.18943	-1.284084e+002	-1.402525e+003	-1.530933e+003
1050	0.387737	2.11331	-1.34154	1.45195	1.82985	2.97107	-2.3196	0.411184	0.0404979	0.463859	0.415455	0.361861	0.0734058	0.560276	2.24617	1.94517	1.10439	1.11104	-1.44709	-0.346662	-1.07316	-0.753143	0.760901	1.76941	-0.126645	0.538178	-0.110562	0.877399	-1.44225	1.15233	0.72697	-1.23825	-0.492526	-1.14672	-1.25852	-0.85758	-0.927049	0.950769	0.516856	0.651175	1.17888	1.02118	-0.442405	0.531598	-0.911945	2.24651	-0.497232	-1.44975	-0.184142	-0.555299	-1.41312	-0.118465	1.64724	-0.641204	0.119979	-1.55527	1.29339	-0.425464	1.13626	-0.597348	0.117587	-0.692778	0.380274	-2.30081	-0.590719	-0.66951	-0.599813	1.77639	-0.153234	-1.29813	1.658	2.2143	-0.14567	-2.51326	-0.257755	0.162687	-0.719898	1.35696	0.258753	-1.06882	-2.08884	-0.168234	0.515743	-1.07955	0.177067	0.71414	-1.60817	-0.183119	-1.310999e+002	-1.400673e+003	-1.531772e+003
