Level	Simulation	Output_Var	Time	Data	Prediction
1_1	1	Ccpt	44.6		4.25867e-006
1_1	1	Ccpt	44.7		4.14787e-006
1_1	1	Ccpt	44.8		4.03994e-006
1_1	1	Ccpt	44.9		3.93483e-006
1_1	1	Ccpt	45		3.83245e-006
1_1	1	Ccpt	45.1		3.73274e-006
1_1	1	Ccpt	45.2		3.63562e-006
1_1	1	Ccpt	45.3		3.54102e-006
1_1	1	Ccpt	45.4		3.44889e-006
1_1	1	Ccpt	45.5		3.35916e-006
1_1	1	Ccpt	45.6		3.27176e-006
1_1	1	Ccpt	45.7		3.18663e-006
1_1	1	Ccpt	45.8		3.10372e-006
1_1	1	Ccpt	45.9		3.02297e-006
1_1	1	Ccpt	46		2.94431e-006
1_1	1	Ccpt	46.1		2.86771e-006
1_1	1	Ccpt	46.2		2.79309e-006
1_1	1	Ccpt	46.3		2.72042e-006
1_1	1	Ccpt	46.4		2.64964e-006
1_1	1	Ccpt	46.5		2.5807e-006
1_1	1	Ccpt	46.6		2.51355e-006
1_1	1	Ccpt	46.7		2.44815e-006
1_1	1	Ccpt	46.8		2.38446e-006
1_1	1	Ccpt	46.9		2.32242e-006
1_1	1	Ccpt	47		2.26199e-006
1_1	1	Ccpt	47.1		2.20314e-006
1_1	1	Ccpt	47.2		2.14582e-006
1_1	1	Ccpt	47.3		2.08998e-006
1_1	1	Ccpt	47.4		2.03561e-006
1_1	1	Ccpt	47.5		1.98264e-006
1_1	1	Ccpt	47.6		1.93106e-006
1_1	1	Ccpt	47.7		1.88081e-006
1_1	1	Ccpt	47.8		1.83188e-006
1_1	1	Ccpt	47.9		1.78422e-006
1_1	1	Ccpt	48		1.73779e-006

1_1	1	Ctot	0		0
1_1	1	Ctot	0.1		0.638111
1_1	1	Ctot	0.2		0.685213
1_1	1	Ctot	0.3		0.673743
1_1	1	Ctot	0.4		0.656848
1_1	1	Ctot	0.5		0.639821
1_1	1	Ctot	0.6		0.62318
1_1	1	Ctot	0.7		0.606967
1_1	1	Ctot	0.8		0.591175
1_1	1	Ctot	0.9		0.575793
1_1	1	Ctot	1		0.560812
1_1	1	Ctot	1.1		0.54622
1_1	1	Ctot	1.2		0.532009
1_1	1	Ctot	1.3		0.518166
1_1	1	Ctot	1.4		0.504684
1_1	1	Ctot	1.5		0.491552
1_1	1	Ctot	1.6		0.478762
1_1	1	Ctot	1.7		0.466304
1_1	1	Ctot	1.8		0.454171
1_1	1	Ctot	1.9		0.442353
1_1	1	Ctot	2		0.430843
1_1	1	Ctot	2.1		0.419633
1_1	1	Ctot	2.2		0.408715
1_1	1	Ctot	2.3		0.398081
1_1	1	Ctot	2.4		0.387723
1_1	1	Ctot	2.5		0.377635
1_1	1	Ctot	2.6		0.36781
1_1	1	Ctot	2.7		0.35824
1_1	1	Ctot	2.8		0.348919
1_1	1	Ctot	2.9		0.339841
1_1	1	Ctot	3		0.330998
1_1	1	Ctot	3.1		0.322386
1_1	1	Ctot	3.2		0.313998
1_1	1	Ctot	3.3		0.305829
1_1	1	Ctot	3.4		0.297871
1_1	1	Ctot	3.5		0.290121
1_1	1	Ctot	3.6		0.282573
1_1	1	Ctot	3.7		0.275221
1_1	1	Ctot	3.8		0.26806
1_1	1	Ctot	3.9		0.261085
1_1	1	Ctot	4		0.254292
1_1	1	Ctot	4.1		0.247676
1_1	1	Ctot	4.2		0.241232
1_1	1	Ctot	4.3		0.234955
1_1	1	Ctot	4.4		0.228842
1_1	1	Ctot	4.5		0.222888
1_1	1	Ctot	4.6		0.217089
1_1	1	Ctot	4.7		0.21144
1_1	1	Ctot	4.8		0.205939
1_1	1	Ctot	4.9		0.200581
1_1	1	Ctot	5		0.195362
1_1	1	Ctot	5.1		0.190279
1_1	1	Ctot	5.2		0.185328
1_1	1	Ctot	5.3		0.180506
1_1	1	Ctot	5.4		0.17581
1_1	1	Ctot	5.5		0.171236
1_1	1	Ctot	5.6		0.16678
1_1	1	Ctot	5.7		0.162441
1_1	1	Ctot	5.8		0.158214
1_1	1	Ctot	5.9		0.154098
